User_ID,Screen_Time_hr,Working_Hours,Study_Hours,Break_Time_min,Social_Media_Usage_hr
1818,7.0,2,7,56,3.8
1819,6.6,6,0,87,2.9
1820,9.6,8,3,98,4.4
1821,6.5,6,2,83,2.4
1822,2.5,2,3,48,2.3
1823,11.0,7,0,84,3.8
1824,4.9,8,0,73,1.2
1825,8.3,8,0,74,3.8
1826,7.8,2,5,84,3.6
1827,7.4,9,0,76,2.5
1828,4.8,8,0,63,2.7
1829,9.5,8,0,84,3.8
1830,4.8,7,0,67,2.3
1831,11.4,0,2,38,5.3
1832,7.8,0,3,17,3.9
1833,9.8,7,0,52,4.7
1834,9.6,10,0,83,4.0
1835,11.7,0,1,27,5.2
1836,7.6,9,1,72,3.4
1837,3.0,7,0,72,1.8
1838,3.3,9,0,68,0.6
1839,5.9,10,1,106,2.9
1840,5.9,9,0,80,2.7
1841,4.6,1,4,55,3.0
1842,11.3,8,0,74,4.7
1843,7.0,9,0,83,4.3
1844,11.1,8,0,52,4.9
1845,3.0,6,0,70,0.0
1846,5.8,1,6,57,2.8
1847,5.9,7,0,69,2.4
1848,2.9,6,0,57,1.2
1849,8.7,7,3,81,4.2
1850,3.8,0,4,46,2.4
1851,5.8,1,1,12,4.6
1852,11.8,9,0,69,4.5
1853,11.3,7,1,62,5.9
1854,5.0,8,0,70,2.5
1855,5.5,0,6,61,1.5
1856,7.6,8,0,68,4.0
1857,5.2,2,5,55,3.5
1858,9.4,0,5,59,3.8
1859,7.9,8,1,95,3.2
1860,7.0,9,0,73,4.5
1861,11.6,2,4,48,5.2
1862,4.6,0,4,39,2.0
1863,10.7,4,4,74,3.5
1864,9.4,4,0,33,3.8
1865,4.4,8,0,74,1.5
1866,4.3,6,0,66,3.0
1867,8.0,8,0,69,2.7
1868,3.3,8,0,53,1.6
1869,7.1,1,7,73,3.1
1870,5.7,0,4,30,1.8
1871,10.6,8,0,73,6.0
1872,8.2,1,5,58,4.8
1873,8.6,0,5,39,3.9
1874,5.6,1,7,65,3.9
1875,4.6,0,6,49,1.1
1876,7.6,9,0,90,3.9
1877,11.5,9,0,71,3.6
1878,8.2,8,0,72,2.7
1879,2.7,7,0,43,0.3
1880,11.7,5,0,46,5.7
1881,10.4,7,0,72,4.4
1882,10.9,1,3,56,5.2
1883,6.8,9,1,92,2.9
1884,11.0,9,2,92,4.5
1885,5.0,1,4,44,1.8
1886,10.1,0,4,40,5.0
1887,8.3,8,1,70,4.4
1888,11.5,8,1,78,4.2
1889,5.3,0,4,40,3.3
1890,3.7,7,0,60,0.7
1891,9.3,7,0,72,3.6
1892,11.9,7,0,51,5.9
1893,3.9,1,2,39,0.6
1894,3.5,9,0,90,1.3
1895,6.6,8,1,75,3.0
1896,9.3,1,6,66,5.4
1897,8.2,8,0,76,3.7
1898,11.4,7,0,77,5.0
1899,10.2,1,4,38,4.1
1900,7.9,1,1,23,4.2
1901,5.9,0,4,44,3.0
1902,10.4,0,0,11,4.8
1903,7.1,0,6,67,3.8
1904,10.8,7,0,50,4.6
1905,8.2,9,0,81,3.7
1906,9.2,1,7,73,4.6
1907,2.9,0,2,20,0.9
1908,11.9,8,0,85,5.0
1909,9.7,9,1,85,5.0
1910,8.0,0,6,54,3.6
1911,7.6,6,0,34,4.3
1912,8.2,9,0,92,4.2
1913,2.9,0,4,36,0.0
1914,6.0,0,7,64,2.3
1915,3.3,6,2,67,1.2
1916,4.2,10,0,91,1.4
1917,5.7,0,4,38,2.2
1918,8.9,7,0,60,4.6
1919,11.3,8,2,99,6.0
1920,11.9,8,0,75,6.0
1921,9.6,7,0,67,4.4
1922,5.1,0,1,10,2.3
1923,5.6,7,0,67,3.3
1924,5.4,8,1,70,3.3
1925,10.5,7,0,71,5.4
1926,9.9,8,2,89,3.9
1927,3.1,10,1,87,1.1
1928,7.2,9,0,79,3.6
1929,8.6,11,0,97,4.2
1930,2.6,9,0,87,1.6
1931,8.1,0,6,53,3.8
1932,11.4,0,3,42,4.8
1933,3.0,9,0,95,1.1
1934,4.1,1,6,72,1.5
1935,3.5,0,3,28,1.8
1936,6.0,8,0,80,2.3
1937,6.0,1,4,59,2.6
1938,11.6,0,5,57,5.4
1939,10.1,7,0,52,2.7
1940,8.6,9,0,59,6.0
1941,8.6,8,2,67,4.0
1942,8.8,7,1,55,3.2
1943,4.1,8,0,64,1.5
1944,5.9,7,0,63,2.8
1945,8.6,9,0,60,5.2
1946,2.8,0,4,43,0.8
1947,7.2,2,5,62,1.9
1948,10.4,7,1,74,4.6
1949,7.7,7,2,89,3.4
1950,10.7,9,0,81,4.4
1951,9.6,9,0,74,4.9
1952,7.6,9,0,67,3.1
1953,6.1,0,0,10,2.4
1954,8.7,9,0,58,4.4
1955,7.2,0,3,38,3.2
1956,11.9,8,0,82,5.0
1957,8.3,0,3,30,2.8
1958,4.9,7,0,60,2.9
1959,11.6,0,0,10,5.6
1960,5.2,10,0,81,2.2
1961,11.0,9,1,87,5.7
1962,7.2,8,1,89,2.3
1963,9.2,7,1,88,5.0
1964,4.4,7,0,76,2.2
1965,7.8,8,0,71,3.5
1966,4.4,11,0,104,2.6
1967,4.8,7,2,76,3.1
1968,4.0,2,4,51,1.6
1969,6.8,9,0,87,2.8
1970,7.4,10,1,103,2.9
1971,5.0,9,0,78,2.0
1972,8.3,8,0,67,3.3
1973,5.1,7,3,76,3.6
1974,7.5,9,0,69,3.7
1975,9.0,6,1,58,4.7
1976,3.1,5,1,56,0.7
1977,10.7,2,8,76,5.9
1978,5.9,0,2,17,2.3
1979,7.4,2,4,50,4.1
1980,6.7,2,8,84,3.1
1981,11.5,7,3,75,5.0
1982,4.3,1,4,42,2.7
1983,8.5,8,1,83,4.1
1984,10.4,7,0,58,5.6
1985,6.6,7,0,62,2.6
1986,5.7,0,4,41,2.3
1987,3.6,0,2,27,0.8
1988,9.3,9,2,90,4.0
1989,10.0,1,6,57,4.4
1990,5.5,8,0,78,3.0
1991,9.9,8,2,64,4.4
1992,3.4,6,0,48,2.1
1993,6.6,8,0,79,3.1
1994,5.1,9,0,65,3.0
1995,5.1,9,0,74,2.5
1996,11.3,0,2,48,4.5
1997,9.9,0,5,56,4.6
1998,9.8,8,2,90,5.6
1999,7.2,8,0,70,3.8
2000,8.4,7,0,69,3.4
2001,10.0,0,4,53,4.6
2002,5.0,9,0,86,1.6
2003,5.3,8,1,91,2.1
2004,10.9,0,6,55,5.7
2005,4.7,10,1,89,1.0
2006,9.0,8,1,66,3.5
2007,11.2,6,0,60,4.1
2008,11.5,8,2,90,4.3
2009,5.4,9,1,80,2.0
2010,11.5,2,1,32,5.0
2011,3.8,10,0,70,2.0
2012,4.8,0,5,36,2.0
2013,6.3,9,0,74,3.3
2014,9.7,1,6,60,4.2
2015,3.4,0,9,69,1.6
2016,4.6,9,0,60,1.8
2017,7.0,1,2,37,2.0
2018,3.2,1,4,64,0.6
2019,5.9,9,0,89,2.0
2020,8.3,0,6,57,3.9
2021,9.8,0,7,60,5.0
2022,7.3,7,2,86,3.7
2023,6.8,8,3,96,2.3
2024,5.7,8,1,81,3.3
2025,6.0,5,1,38,2.9
2026,7.6,7,0,73,2.9
2027,6.3,8,2,81,2.2
2028,5.5,8,0,72,1.8
2029,8.4,0,3,25,4.3
2030,12.0,7,1,77,5.4
2031,5.3,7,0,58,1.3
2032,3.6,10,0,114,0.8
2033,3.9,1,6,57,2.0
2034,8.3,1,5,49,3.8
2035,7.8,8,1,86,3.9
2036,3.5,4,8,105,1.3
2037,6.4,6,2,88,3.9
2038,10.6,7,0,65,4.8
2039,7.0,8,1,98,2.6
2040,9.9,0,3,37,3.0
2041,2.9,8,0,72,1.5
2042,7.2,8,0,64,1.5
2043,10.3,8,2,89,4.9
2044,8.2,0,4,21,3.4
2045,3.6,0,4,41,0.5
2046,10.9,7,0,52,4.2
2047,4.3,0,6,44,1.6
2048,9.3,7,0,68,4.6
2049,3.2,7,0,60,0.8
2050,7.6,7,1,62,4.3
2051,5.4,6,0,76,2.9
2052,11.8,2,5,56,6.0
2053,11.0,1,4,46,6.0
2054,6.7,1,4,34,4.2
2055,10.6,7,0,61,4.5
2056,4.8,5,0,55,3.5
2057,7.4,1,5,58,4.5
2058,10.4,8,0,67,4.6
2059,9.0,9,0,96,4.5
2060,6.8,9,0,66,2.6
2061,7.6,1,2,35,3.4
2062,5.3,2,5,71,2.3
2063,7.9,0,4,44,4.9
2064,3.8,7,0,72,1.0
2065,9.7,0,6,53,5.4
2066,12.0,7,2,91,5.4
2067,3.0,6,0,55,0.9
2068,10.0,8,0,74,3.9
2069,10.5,8,0,60,3.7
2070,2.8,0,4,46,1.6
2071,8.1,10,0,76,4.2
2072,11.0,0,2,10,5.5
2073,7.9,7,1,75,4.5
2074,8.1,10,1,99,4.2
2075,12.0,9,0,91,5.5
2076,11.0,0,4,42,4.6
2077,8.5,2,9,98,3.5
2078,7.4,0,8,81,3.1
2079,4.3,8,0,64,2.1
2080,10.5,0,3,21,5.2
2081,5.2,9,0,75,2.8
2082,2.6,9,1,75,0.0
2083,3.0,8,0,81,1.1
2084,4.4,8,0,64,1.4
2085,10.2,7,0,61,4.4
2086,11.8,1,4,61,5.5
2087,9.3,0,7,73,3.5
2088,4.1,5,0,48,1.8
2089,10.7,1,7,78,4.6
2090,10.2,0,3,33,4.7
2091,10.6,8,1,76,4.5
2092,4.2,1,4,60,0.8
2093,7.4,7,0,68,1.6
2094,8.5,6,0,57,3.3
2095,8.9,7,0,60,3.8
2096,9.0,8,0,60,3.8
2097,2.6,10,0,84,1.7
2098,11.6,4,1,58,5.7
2099,8.0,2,5,71,2.2
2100,4.3,7,0,59,1.3
2101,9.8,7,1,76,4.8
2102,3.0,7,0,53,2.0
2103,4.1,7,0,63,2.9
2104,6.3,1,3,52,2.6
2105,7.9,8,0,78,2.0
2106,6.5,10,2,120,1.8
2107,5.4,9,0,79,2.2
2108,9.5,7,0,78,3.3
2109,2.6,8,1,70,0.4
2110,8.9,9,0,89,3.5
2111,11.5,8,0,60,3.9
2112,3.9,0,5,50,1.9
2113,10.6,8,0,79,6.0
2114,4.3,0,7,40,2.4
2115,6.5,2,7,71,3.3
2116,11.8,0,0,10,6.0
2117,10.0,0,0,15,5.9
2118,5.9,4,4,68,2.9
2119,5.8,7,0,50,3.3
2120,5.6,1,5,59,2.8
2121,5.9,9,1,65,3.1
2122,11.8,8,2,102,4.6
2123,5.7,0,0,10,3.9
2124,6.7,8,0,66,2.7
2125,4.5,9,0,71,1.0
2126,8.6,7,0,62,4.3
2127,10.4,6,0,46,5.0
2128,5.2,7,0,44,1.7
2129,4.5,9,1,83,1.4
2130,6.8,7,0,51,1.8
2131,9.0,8,3,96,4.8
2132,6.4,0,5,34,3.3
2133,3.9,1,5,41,2.5
2134,4.2,7,0,55,2.0
2135,5.2,7,0,68,2.5
2136,10.4,8,0,68,5.5
2137,7.3,9,0,98,3.5
2138,8.1,6,2,87,3.3
2139,4.4,0,3,44,2.9
2140,8.7,8,0,71,3.5
2141,10.5,10,0,84,4.7
2142,4.4,8,0,90,1.4
2143,3.1,9,1,78,0.5
2144,8.8,1,8,81,3.7
2145,10.3,7,0,61,5.6
2146,9.0,6,2,65,5.8
2147,6.6,0,4,42,1.5
2148,8.7,8,0,69,3.7
2149,12.0,6,0,65,5.1
2150,8.4,9,0,65,4.3
2151,7.5,0,6,49,3.3
2152,7.6,9,1,80,3.6
2153,7.0,8,1,84,3.6
2154,9.0,6,0,55,3.6
2155,10.5,9,0,67,5.2
2156,9.3,7,2,66,4.0
2157,4.6,6,0,70,3.2
2158,6.0,7,0,71,2.2
2159,8.1,7,2,62,3.7
2160,11.9,1,6,65,4.5
2161,3.2,0,5,48,0.6
2162,4.3,2,3,57,1.3
2163,9.9,0,5,47,4.9
2164,4.3,2,3,54,2.1
2165,8.9,0,4,37,4.6
2166,11.9,2,5,53,5.6
2167,8.6,8,2,71,4.9
2168,7.1,1,4,49,2.4
2169,10.4,8,0,61,4.9
2170,9.8,2,7,75,5.7
2171,9.3,6,1,72,4.5
2172,3.6,7,2,76,2.1
2173,8.5,10,0,74,5.3
2174,2.6,7,0,55,0.0
2175,3.0,1,5,62,2.7
2176,2.9,0,3,25,1.8
2177,3.5,8,0,73,1.2
2178,6.6,7,0,76,3.9
2179,11.5,7,0,53,4.6
2180,3.2,6,0,65,2.1
2181,9.4,8,0,80,3.2
2182,7.3,0,7,71,2.3
2183,5.1,7,2,75,2.3
2184,5.5,1,2,35,2.7
2185,2.7,6,1,62,0.8
2186,9.2,0,4,40,3.2
2187,3.5,0,5,39,0.6
2188,2.8,8,0,54,0.0
2189,6.9,6,0,43,4.1
2190,7.0,7,2,93,2.9
2191,8.7,4,5,99,4.7
2192,9.2,0,2,52,2.9
2193,7.3,7,1,68,2.0
2194,9.2,0,3,26,2.5
2195,4.9,9,0,82,2.1
2196,3.9,7,0,56,2.1
2197,11.3,6,0,72,4.9
2198,6.0,6,0,56,2.0
2199,3.4,8,0,75,1.7
2200,10.4,7,0,47,4.5
2201,8.3,7,0,71,4.0
2202,8.1,8,0,58,2.6
2203,3.8,6,0,65,1.7
2204,9.7,8,0,60,4.7
2205,4.4,1,5,44,2.2
2206,2.9,0,3,37,1.3
2207,4.0,7,0,61,1.6
2208,9.2,0,4,25,4.1
2209,10.0,2,5,54,5.0
2210,4.8,7,0,67,2.4
2211,5.5,9,0,71,2.2
2212,4.0,7,0,59,1.4
2213,6.8,6,1,61,3.4
2214,4.6,7,0,54,1.9
2215,11.8,8,0,63,6.0
2216,9.8,6,2,60,4.3
2217,8.2,8,0,85,3.1
2218,9.4,8,0,81,5.0
2219,4.1,0,3,32,2.5
2220,9.6,0,5,45,4.2
2221,5.8,1,5,64,2.8
2222,7.0,7,3,82,4.1
2223,10.9,0,4,20,5.1
2224,11.5,0,2,19,5.1
2225,9.8,7,0,66,4.9
2226,9.8,7,0,59,4.5
2227,9.6,7,2,80,3.9
2228,8.5,7,1,74,4.1
2229,4.4,2,4,73,1.5
2230,8.1,8,1,77,4.4
2231,3.0,7,0,77,1.2
2232,2.8,6,0,61,0.0
2233,10.5,7,0,59,4.8
2234,7.6,0,3,51,3.7
2235,2.7,0,6,76,2.5
2236,5.1,1,6,59,1.6
2237,9.0,7,3,84,4.1
2238,11.4,9,0,88,4.5
2239,10.5,7,1,80,4.2
2240,6.7,9,0,74,1.3
2241,5.2,9,0,82,2.0
2242,5.4,8,0,68,2.3
2243,9.5,2,3,26,5.0
2244,10.1,1,2,39,5.8
2245,6.0,0,2,35,2.2
2246,8.4,7,0,40,3.9
2247,9.6,0,2,36,3.8
2248,10.5,8,0,63,5.5
2249,8.6,7,1,66,4.0
2250,10.7,0,7,55,5.2
2251,5.2,1,5,65,2.9
2252,9.1,7,3,85,5.3
2253,6.3,8,1,58,1.4
2254,11.3,1,6,58,4.7
2255,4.6,1,6,70,2.3
2256,10.0,0,6,63,3.7
2257,11.4,7,0,61,5.7
2258,9.0,9,0,76,3.6
2259,10.0,0,6,67,4.5
2260,10.9,0,5,48,5.7
2261,5.4,2,7,86,1.3
2262,3.7,8,0,56,2.4
2263,11.4,2,8,81,3.9
2264,2.9,9,0,77,1.7
2265,7.1,0,5,70,3.4
2266,5.6,0,4,35,1.9
2267,7.8,7,1,66,4.2
2268,11.9,7,0,70,4.3
2269,2.9,1,6,70,2.0
2270,9.8,10,0,87,4.3
2271,2.7,7,0,71,0.6
2272,5.0,8,0,72,2.8
2273,9.2,9,0,95,4.0
2274,5.1,9,1,99,1.8
2275,8.3,0,3,42,4.1
2276,11.7,0,4,48,5.4
2277,10.8,7,0,85,5.5
2278,10.4,9,0,79,3.8
2279,4.3,0,6,47,1.9
2280,5.1,0,6,60,3.4
2281,10.0,0,7,69,5.6
2282,9.4,7,1,67,4.8
2283,5.3,6,0,62,2.2
2284,6.6,8,0,57,4.3
2285,8.7,0,5,49,2.6
2286,7.5,7,0,88,3.1
2287,6.8,8,2,94,3.2
2288,3.5,8,0,78,1.4
2289,6.6,7,0,52,3.2
2290,11.9,7,0,48,5.5
2291,5.7,8,2,78,2.5
2292,9.1,8,0,81,4.2
2293,7.3,7,0,74,3.9
2294,10.0,6,0,68,4.4
2295,9.6,8,0,90,4.6
2296,11.5,0,6,66,4.3
2297,8.7,0,3,27,4.7
2298,11.5,1,4,43,5.8
2299,2.9,7,1,68,1.0
2300,6.4,8,2,64,3.4
2301,8.9,1,6,50,4.5
2302,7.1,0,6,56,3.3
2303,11.4,7,0,57,5.3
2304,3.8,7,0,65,2.3
2305,7.1,7,0,62,3.3
2306,10.6,8,0,79,3.5
2307,9.7,7,1,82,5.3
2308,10.0,8,0,69,3.7
2309,6.9,7,2,67,2.3
2310,5.7,0,6,61,2.7
2311,7.3,9,0,93,3.7
2312,4.4,6,2,63,1.9
2313,8.6,9,0,73,3.6
2314,10.0,7,1,61,5.5
2315,3.2,9,0,69,1.4
2316,8.2,2,5,45,4.5
2317,8.0,7,0,63,4.5
2318,5.0,1,4,60,2.2
2319,12.0,1,4,61,4.0
2320,7.2,0,6,49,4.5
2321,10.9,6,0,61,5.2
2322,4.3,8,1,65,1.9
2323,9.6,9,0,81,4.3
2324,3.3,5,0,19,1.4
2325,3.1,7,2,81,0.8
2326,4.3,7,1,67,2.6
2327,9.5,6,1,54,5.4
2328,12.0,8,0,87,4.3
2329,10.2,8,0,65,4.1
2330,6.5,8,1,76,3.6
2331,8.6,7,0,49,4.0
2332,7.0,10,0,80,4.0
2333,4.9,1,5,50,2.9
2334,8.4,0,8,78,4.6
2335,7.5,8,2,103,3.6
2336,7.6,10,0,95,4.0
2337,3.1,2,4,70,1.7
2338,3.7,7,3,99,2.5
2339,7.2,0,3,30,3.4
2340,5.9,6,0,69,3.4
2341,6.5,9,1,85,2.0
2342,6.2,8,0,58,3.6
2343,9.3,1,7,67,4.4
2344,4.2,0,9,72,2.0
2345,11.5,5,0,57,5.8
2346,7.0,1,6,59,3.1
2347,5.7,7,0,68,3.3
2348,2.7,7,0,66,0.4
2349,5.9,0,3,33,2.3
2350,8.4,2,4,56,3.3
2351,10.1,9,3,100,4.0
2352,9.5,2,4,43,4.6
2353,7.9,0,5,43,2.7
2354,6.6,6,0,63,2.1
2355,7.5,0,4,28,2.9
2356,11.6,8,0,73,5.3
2357,11.7,0,3,36,5.8
2358,10.1,6,0,44,4.8
2359,4.1,7,0,73,2.4
2360,11.4,10,0,92,4.7
2361,8.7,8,0,61,3.3
2362,7.0,9,3,92,3.0
2363,7.8,6,0,58,3.6
2364,7.0,4,5,57,2.6
2365,7.0,7,0,58,1.2
2366,6.6,8,0,67,1.3
2367,11.0,0,2,24,5.1
2368,6.8,2,7,87,3.7
2369,4.6,2,6,67,1.3
2370,4.7,6,0,60,2.1
2371,3.8,7,2,77,2.9
2372,7.8,8,0,68,4.0
2373,5.6,2,6,69,2.5
2374,8.0,1,3,31,3.7
2375,11.3,7,1,63,5.2
2376,11.6,9,0,78,5.2
2377,5.4,8,2,85,1.4
2378,4.6,7,0,67,2.0
2379,3.0,9,0,65,1.2
2380,5.1,9,2,101,2.5
2381,7.3,7,1,65,3.6
2382,8.2,10,0,110,3.4
2383,3.4,8,0,66,2.0
2384,4.8,0,4,45,2.6
2385,2.9,10,0,82,1.8
2386,9.9,0,7,48,3.8
2387,5.1,8,0,56,3.5
2388,7.9,9,0,70,2.8
2389,6.9,1,3,31,4.1
2390,7.0,0,4,33,3.5
2391,8.8,0,5,49,4.8
2392,6.4,7,0,59,2.7
2393,4.9,0,4,37,1.1
2394,6.4,0,4,50,2.3
2395,10.3,5,2,79,4.6
2396,7.8,0,6,68,3.8
2397,11.8,1,6,60,5.9
2398,10.0,6,1,59,3.1
2399,10.3,7,1,67,4.7
2400,9.9,0,5,45,5.4
2401,6.7,9,0,73,4.7
2402,10.1,7,1,90,6.0
2403,8.5,8,2,95,5.2
2404,4.6,2,6,67,2.0
2405,3.4,7,3,85,1.8
2406,7.2,6,0,62,4.0
2407,8.0,8,0,61,4.3
2408,5.8,6,2,81,2.2
2409,8.5,6,2,69,3.7
2410,3.9,1,3,37,1.2
2411,10.2,7,0,38,5.0
2412,6.3,7,2,73,3.4
2413,9.4,9,0,84,4.2
2414,10.6,9,0,73,5.0
2415,4.8,9,0,92,3.0
2416,7.7,7,0,63,3.9
2417,3.7,0,1,10,0.3
2418,2.9,0,2,15,1.4
2419,2.9,8,1,69,1.1
2420,11.5,9,0,90,4.9
2421,2.9,7,1,74,1.1
2422,8.2,7,0,86,2.1
2423,3.0,6,0,51,2.2
2424,9.3,8,0,71,4.4
2425,7.1,8,0,57,4.3
2426,4.5,8,1,87,1.0
2427,8.2,7,1,85,3.2
2428,5.7,8,2,67,2.1
2429,3.9,1,6,53,1.8
2430,9.5,2,5,56,4.0
2431,6.1,9,0,82,3.1
2432,7.0,1,5,48,5.1
2433,2.9,9,2,71,1.3
2434,7.9,0,3,39,4.1
2435,7.4,8,0,66,3.0
2436,9.6,2,3,47,5.2
2437,7.0,7,0,73,3.6
2438,10.5,7,0,79,5.1
2439,5.8,8,0,74,2.6
2440,9.6,0,0,10,5.0
2441,4.8,7,0,66,2.6
2442,10.7,6,1,50,5.8
2443,5.8,1,5,45,1.9
2444,9.5,6,0,56,4.4
2445,10.1,10,0,79,4.6
2446,4.1,9,0,77,1.6
2447,10.1,2,1,29,4.7
2448,5.3,0,2,25,2.9
2449,8.2,1,6,61,4.1
2450,7.5,8,1,66,3.7
2451,8.1,8,0,70,3.1
2452,10.0,0,5,64,4.8
2453,10.4,8,0,47,3.8
2454,4.9,10,0,91,2.4
2455,4.3,0,1,29,1.6
2456,3.3,1,4,51,2.3
2457,9.2,0,0,10,4.1
2458,7.0,0,3,36,2.5
2459,3.9,7,1,70,2.2
2460,7.1,9,0,66,3.2
2461,11.9,8,1,69,5.2
2462,7.8,1,3,44,3.3
2463,10.8,9,0,92,4.5
2464,3.3,2,5,45,2.0
2465,11.1,8,2,91,4.8
2466,7.8,2,4,45,3.9
2467,7.6,0,4,28,3.8
2468,3.8,2,1,24,2.4
2469,6.8,0,4,42,3.1
2470,7.1,2,2,35,2.0
2471,3.8,9,0,74,2.2
2472,5.7,2,5,60,2.4
2473,10.8,6,2,81,4.7
2474,2.8,7,1,61,2.8
2475,7.5,9,0,91,4.1
2476,9.9,7,1,88,4.7
2477,11.7,0,5,47,5.1
2478,8.8,8,2,86,4.1
2479,2.9,1,4,62,0.0
2480,9.3,7,0,66,4.9
2481,9.4,2,7,85,3.6
2482,7.6,8,0,82,2.5
2483,6.1,6,0,54,2.0
2484,6.7,9,0,83,2.7
2485,11.5,0,5,39,5.5
2486,10.9,9,0,81,4.9
2487,5.2,0,8,62,1.7
2488,3.2,8,0,67,1.0
2489,9.6,7,0,72,3.5
2490,7.6,5,0,49,4.0
2491,8.6,7,0,76,4.4
2492,11.5,6,0,45,6.0
2493,11.5,7,1,74,5.1
2494,10.4,8,3,76,4.8
2495,5.0,8,0,56,2.6
2496,10.1,8,0,78,5.1
2497,10.5,0,4,36,3.5
2498,2.5,9,0,80,0.8
2499,6.4,8,0,82,2.6
2500,5.5,0,5,53,1.4
2501,10.5,7,0,74,5.5
2502,3.5,7,0,70,0.4
2503,8.4,0,5,61,2.8
2504,7.3,7,2,74,2.9
2505,11.3,5,0,58,4.9
2506,7.0,8,0,61,4.1
2507,3.2,0,4,42,2.9
2508,10.9,7,1,64,5.0
2509,8.2,1,6,62,3.2
2510,8.8,6,0,63,3.1
2511,9.3,9,1,86,4.6
2512,10.4,9,0,76,3.8
2513,9.5,9,1,82,4.1
2514,4.9,8,0,79,3.0
2515,11.6,7,1,55,5.6
2516,3.9,7,2,66,1.3
2517,6.4,8,1,74,3.4
2518,7.6,9,0,71,2.9
2519,3.0,0,4,22,2.3
2520,3.7,7,0,46,1.2
2521,4.3,0,4,43,2.8
2522,10.8,8,2,71,4.3
2523,8.2,8,1,55,4.3
2524,3.5,9,3,108,2.0
2525,9.5,8,0,58,3.8
2526,6.8,7,1,80,4.4
2527,4.0,4,4,71,0.8
2528,7.8,8,2,87,3.3
2529,6.2,8,1,88,2.1
2530,8.7,0,7,61,4.1
2531,11.8,0,5,52,5.5
2532,9.4,0,0,10,3.5
2533,7.4,9,0,81,3.3
2534,8.3,7,2,60,4.8
2535,9.9,9,0,84,4.8
2536,4.7,7,0,46,3.3
2537,3.8,8,0,89,2.0
2538,8.0,9,0,62,2.6
2539,9.6,0,4,33,3.7
2540,6.5,9,0,86,2.9
2541,4.3,8,0,83,1.3
2542,8.6,6,0,64,4.0
2543,8.9,8,0,78,4.7
2544,10.0,8,0,75,5.4
2545,8.1,0,5,44,3.6
2546,6.0,0,5,51,2.2
2547,4.6,1,6,59,2.7
2548,2.9,0,1,18,1.8
2549,6.3,0,0,10,2.8
2550,9.8,0,3,24,4.0
2551,9.7,2,3,46,3.1
2552,11.4,6,2,67,5.4
2553,2.7,6,0,66,1.5
2554,4.2,0,5,52,3.5
2555,8.8,7,2,71,3.7
2556,7.6,6,1,35,3.6
2557,9.3,0,5,47,4.4
2558,6.2,4,4,73,3.5
2559,5.9,6,1,53,3.3
2560,9.1,9,2,87,5.1
2561,6.4,9,0,71,3.2
2562,5.0,1,4,63,2.6
2563,5.4,8,0,80,3.3
2564,4.6,8,2,68,2.2
2565,2.6,0,6,61,1.2
2566,9.1,6,0,64,5.1
2567,9.5,7,0,64,5.1
2568,10.0,7,0,76,4.2
2569,4.2,9,1,83,1.8
2570,11.2,9,2,93,5.1
2571,5.6,6,0,68,3.1
2572,11.0,8,0,67,4.6
2573,5.1,2,5,78,1.1
2574,2.9,11,1,109,1.9
2575,7.4,0,3,37,3.2
2576,7.5,1,6,65,2.5
2577,11.1,8,2,92,4.0
2578,8.9,7,0,46,4.9
2579,10.4,6,2,66,5.5
2580,10.6,7,0,76,5.0
2581,7.1,2,6,60,2.9
2582,11.1,9,0,60,4.8
2583,9.4,8,0,56,3.8
2584,3.5,8,0,84,1.1
2585,4.9,8,1,78,2.0
2586,3.5,6,0,40,0.9
2587,8.0,6,0,62,2.9
2588,4.6,0,2,31,1.0
2589,11.5,0,3,29,4.3
2590,11.0,8,2,89,4.4
2591,10.1,7,0,68,3.6
2592,10.8,8,0,65,5.3
2593,10.5,8,0,84,4.6
2594,4.2,0,3,29,2.2
2595,3.4,9,3,85,1.4
2596,9.1,0,2,18,3.7
2597,5.8,8,0,62,3.3
2598,8.4,7,2,80,3.4
2599,8.5,8,0,55,3.4
2600,10.6,7,2,46,5.2
2601,4.0,1,5,48,1.6
2602,10.9,8,0,76,5.3
2603,5.6,0,8,81,2.3
2604,11.0,8,2,90,3.8
2605,4.4,10,0,90,1.6
2606,4.0,9,1,98,2.4
2607,8.3,0,4,38,2.8
2608,11.1,8,0,66,4.8
2609,7.1,0,9,55,1.9
2610,3.3,7,0,68,1.5
2611,10.8,7,0,56,5.1
2612,7.2,7,0,66,2.8
2613,7.3,8,0,68,3.6
2614,4.6,8,2,90,0.6
2615,4.4,7,2,57,3.5
2616,8.3,7,1,72,4.6
2617,6.6,6,0,50,3.5
2618,3.9,1,7,74,2.4
2619,11.8,7,0,75,5.8
2620,2.9,6,2,54,1.7
2621,2.9,0,7,64,2.2
2622,11.8,2,9,87,5.0
2623,4.6,9,0,80,1.3
2624,2.6,8,0,71,0.0
2625,6.3,0,6,49,3.0
2626,4.6,7,2,80,2.5
2627,10.2,9,1,76,5.1
2628,4.9,0,4,52,1.4
2629,10.3,0,6,42,4.3
2630,7.5,7,3,86,2.9
2631,10.1,1,1,29,4.7
2632,8.3,8,0,97,3.5
2633,9.7,7,3,71,4.1
2634,6.9,8,1,84,3.4
2635,6.5,1,6,65,3.1
2636,6.8,1,6,59,3.4
2637,9.6,4,7,102,4.5
