User_ID,Age,Gender,Occupation,Weight_kg,Height_cm,BMI
2130,46,Male,Teacher,63.8,172.6,21.4
2131,25,Female,Software Engineer,39.5,157.1,16.0
2132,18,Female,Student,51.4,153.2,21.9
2133,20,Female,Student,48.7,167.8,17.3
2134,41,Female,Salesperson,65.3,162.3,24.8
2135,40,Female,Software Engineer,68.1,167.4,24.3
2136,25,Female,Software Engineer,63.3,159.7,24.8
2137,54,Male,Software Engineer,68.3,167.7,24.3
2138,20,Female,Salesperson,63.1,166.3,22.8
2139,50,Male,Student,54.8,174.9,17.9
2140,45,Female,Healthcare Worker,67.3,166.8,24.2
2141,25,Male,Healthcare Worker,101.4,186.7,29.1
2142,51,Male,Healthcare Worker,106.1,180.1,32.7
2143,52,Female,Software Engineer,66.6,168.7,23.4
2144,49,Female,Student,62.3,161.4,23.9
2145,41,Male,Software Engineer,76.8,169.3,26.8
2146,31,Male,Software Engineer,95.1,174.6,31.2
2147,49,Female,Student,55.7,158.1,22.3
2148,33,Male,Manager,95.4,185.9,27.6
2149,21,Female,Software Engineer,54.3,161.6,20.8
2150,54,Male,Healthcare Worker,82.9,178.6,26.0
2151,38,Female,Student,82.3,168.8,28.9
2152,31,Female,Manager,39.6,145.5,18.7
2153,48,Male,Salesperson,70.9,179.1,22.1
2154,35,Male,Salesperson,79.2,165.8,28.8
2155,24,Male,Healthcare Worker,83.5,174.9,27.3
2156,27,Female,Salesperson,73.1,158.2,29.2
2157,24,Female,Healthcare Worker,75.1,162.9,28.3
2158,50,Female,Software Engineer,49.6,146.8,23.0
2159,40,Male,Teacher,117.0,184.4,34.4
2160,38,Male,Student,73.2,170.8,25.1
2161,36,Male,Student,51.8,180.0,16.0
2162,36,Male,Student,71.9,176.1,23.2
2163,53,Female,Student,61.0,165.0,22.4
2164,46,Female,Student,73.6,161.8,28.1
2165,35,Female,Student,51.2,150.8,22.5
2166,19,Male,Student,98.2,182.8,29.4
2167,18,Female,Healthcare Worker,77.3,169.2,27.0
2168,22,Female,Student,47.6,154.3,20.0
2169,37,Female,Salesperson,61.1,159.9,23.9
2170,28,Female,Student,54.2,160.6,21.0
2171,59,Male,Healthcare Worker,78.2,175.8,25.3
2172,19,Male,Healthcare Worker,62.6,172.7,21.0
2173,20,Female,Manager,62.7,159.0,24.8
2174,40,Male,Manager,75.7,180.3,23.3
2175,29,Male,Student,70.2,171.8,23.8
2176,37,Female,Unemployed,85.4,159.2,33.7
2177,22,Female,Healthcare Worker,60.5,162.5,22.9
2178,54,Female,Healthcare Worker,40.1,158.4,16.0
2179,55,Male,Manager,90.3,176.2,29.1
2180,47,Male,Software Engineer,92.3,178.4,29.0
2181,26,Female,Healthcare Worker,43.4,164.7,16.0
2182,51,Female,Student,58.2,165.3,21.3
2183,52,Female,Teacher,68.6,160.9,26.5
2184,39,Female,Student,67.7,158.6,26.9
2185,41,Female,Healthcare Worker,63.7,161.3,24.5
2186,34,Female,Student,67.0,165.0,24.6
2187,27,Male,Student,66.7,181.3,20.3
2188,47,Female,Teacher,43.2,164.4,16.0
2189,40,Female,Salesperson,90.5,163.9,33.7
2190,49,Female,Manager,53.0,162.4,20.1
2191,34,Male,Student,84.9,183.2,25.3
2192,34,Female,Student,51.1,146.6,23.8
2193,31,Male,Salesperson,101.5,188.7,28.5
2194,26,Female,Unemployed,74.6,172.7,25.0
2195,57,Male,Salesperson,70.9,167.7,25.2
2196,19,Female,Software Engineer,41.1,160.2,16.0
2197,42,Male,Healthcare Worker,61.5,172.3,20.7
2198,56,Male,Software Engineer,88.4,178.0,27.9
2199,26,Male,Teacher,83.6,174.7,27.4
2200,39,Female,Software Engineer,52.1,160.6,20.2
2201,21,Male,Software Engineer,49.5,168.6,17.4
2202,43,Male,Salesperson,83.0,181.9,25.1
2203,46,Female,Teacher,45.2,168.0,16.0
2204,51,Male,Software Engineer,54.0,167.2,19.3
2205,40,Female,Student,81.0,158.1,32.4
2206,54,Female,Student,91.8,172.1,31.0
2207,28,Female,Teacher,66.1,157.3,26.7
2208,23,Male,Student,83.8,179.9,25.9
2209,35,Female,Student,44.3,166.4,16.0
2210,38,Male,Manager,69.2,180.7,21.2
2211,59,Male,Manager,69.3,172.8,23.2
2212,53,Male,Salesperson,59.7,167.4,21.3
2213,58,Female,Teacher,57.0,157.7,22.9
2214,55,Male,Healthcare Worker,90.9,173.2,30.3
2215,51,Female,Healthcare Worker,52.2,153.7,22.1
2216,34,Female,Salesperson,69.3,173.6,23.0
2217,54,Male,Manager,90.0,179.9,27.8
2218,42,Male,Software Engineer,51.3,168.3,18.1
2219,55,Female,Unemployed,52.7,159.6,20.7
2220,29,Female,Student,53.6,159.0,21.2
2221,40,Female,Student,64.4,161.2,24.8
2222,59,Male,Software Engineer,71.1,176.2,22.9
2223,39,Male,Student,68.4,172.1,23.1
2224,38,Male,Unemployed,69.6,179.9,21.5
2225,44,Male,Teacher,61.4,176.6,19.7
2226,48,Male,Teacher,83.7,175.4,27.2
2227,23,Female,Manager,57.9,158.7,23.0
2228,44,Male,Software Engineer,88.1,179.6,27.3
2229,57,Male,Student,56.5,170.2,19.5
2230,51,Female,Manager,51.6,154.9,21.5
2231,29,Female,Manager,71.6,174.6,23.5
2232,24,Male,Software Engineer,73.7,175.6,23.9
2233,27,Female,Salesperson,68.8,157.0,27.9
2234,34,Male,Student,71.3,177.6,22.6
2235,43,Male,Student,72.1,160.7,27.9
2236,38,Male,Student,76.8,171.2,26.2
2237,45,Female,Software Engineer,59.3,157.2,24.0
2238,19,Male,Salesperson,60.2,172.7,20.2
2239,18,Male,Salesperson,72.4,161.1,27.9
2240,53,Male,Software Engineer,57.9,168.9,20.3
2241,43,Female,Teacher,69.9,169.3,24.4
2242,46,Male,Salesperson,76.7,177.7,24.3
2243,38,Male,Student,72.3,175.0,23.6
2244,28,Male,Student,71.2,177.1,22.7
2245,57,Male,Unemployed,63.2,174.3,20.8
2246,28,Female,Manager,46.5,164.4,17.2
2247,53,Female,Unemployed,92.0,172.8,30.8
2248,56,Male,Software Engineer,79.2,188.5,22.3
2249,57,Male,Manager,75.6,177.9,23.9
2250,52,Male,Student,70.7,172.0,23.9
2251,51,Male,Student,80.0,165.0,29.4
2252,41,Male,Teacher,94.4,168.6,33.2
2253,39,Female,Software Engineer,68.4,164.8,25.2
2254,22,Female,Student,63.8,163.7,23.8
2255,50,Female,Student,52.6,164.6,19.4
2256,53,Female,Student,44.9,157.9,18.0
2257,37,Female,Manager,40.2,156.0,16.5
2258,36,Female,Software Engineer,55.0,162.2,20.9
2259,52,Male,Student,46.5,170.4,16.0
2260,34,Female,Student,86.6,171.6,29.4
2261,51,Male,Student,75.5,169.1,26.4
2262,26,Male,Manager,71.7,175.1,23.4
2263,43,Female,Student,79.0,163.6,29.5
2264,19,Male,Salesperson,68.7,186.8,19.7
2265,26,Male,Student,57.2,165.8,20.8
2266,26,Female,Student,42.0,162.1,16.0
2267,57,Male,Healthcare Worker,96.2,185.4,28.0
2268,34,Male,Manager,67.9,180.3,20.9
2269,18,Female,Student,72.6,171.8,24.6
2270,42,Female,Salesperson,80.8,166.9,29.0
2271,57,Female,Software Engineer,75.2,156.5,30.7
2272,59,Male,Salesperson,68.4,167.4,24.4
2273,42,Male,Manager,71.6,165.3,26.2
2274,56,Female,Manager,53.3,161.6,20.4
2275,52,Female,Unemployed,90.8,168.2,32.1
2276,20,Female,Student,65.5,165.9,23.8
2277,54,Male,Manager,83.8,183.5,24.9
2278,47,Male,Software Engineer,67.2,172.0,22.7
2279,55,Female,Student,79.6,163.2,29.9
2280,51,Male,Student,77.3,174.5,25.4
2281,29,Female,Student,72.1,160.8,27.9
2282,36,Male,Manager,80.8,175.9,26.1
2283,54,Female,Teacher,67.8,169.8,23.5
2284,34,Female,Teacher,81.1,168.1,28.7
2285,27,Female,Student,67.3,160.6,26.1
2286,29,Male,Software Engineer,64.1,178.1,20.2
2287,33,Female,Healthcare Worker,57.4,169.4,20.0
2288,41,Female,Software Engineer,70.4,167.1,25.2
2289,36,Male,Manager,78.3,165.5,28.6
2290,25,Female,Salesperson,85.3,163.5,31.9
2291,48,Female,Salesperson,42.8,161.0,16.5
2292,38,Female,Teacher,70.0,168.7,24.6
2293,34,Female,Healthcare Worker,75.5,168.2,26.7
2294,40,Male,Software Engineer,82.5,178.8,25.8
2295,54,Male,Healthcare Worker,82.8,169.0,29.0
2296,33,Male,Student,83.4,174.5,27.4
2297,23,Female,Student,57.2,168.7,20.1
2298,25,Female,Student,50.0,158.5,19.9
2299,42,Female,Salesperson,60.6,152.9,25.9
2300,35,Male,Software Engineer,83.5,169.7,29.0
2301,42,Male,Student,83.1,182.0,25.1
2302,29,Female,Student,51.9,172.7,17.4
2303,32,Male,Healthcare Worker,55.5,167.4,19.8
2304,43,Male,Salesperson,85.2,175.7,27.6
2305,58,Female,Teacher,58.5,159.8,22.9
2306,43,Male,Manager,82.3,181.4,25.0
2307,49,Male,Software Engineer,101.3,185.9,29.3
2308,27,Male,Software Engineer,73.1,195.6,19.1
2309,33,Male,Healthcare Worker,70.6,176.8,22.6
2310,24,Non-binary,Student,68.8,176.4,22.1
2311,34,Male,Software Engineer,82.9,178.2,26.1
2312,40,Male,Software Engineer,83.9,173.1,28.0
2313,43,Male,Software Engineer,58.6,181.5,17.8
2314,38,Female,Software Engineer,63.7,161.2,24.5
2315,39,Male,Teacher,104.3,191.6,28.4
2316,24,Female,Student,43.6,164.1,16.2
2317,31,Male,Teacher,64.5,163.2,24.2
2318,32,Male,Student,54.9,170.0,19.0
2319,24,Male,Student,70.5,180.7,21.6
2320,26,Female,Student,41.9,161.9,16.0
2321,25,Female,Salesperson,84.8,165.9,30.8
2322,40,Male,Software Engineer,74.2,180.0,22.9
2323,46,Female,Manager,52.1,157.9,20.9
2324,35,Female,Salesperson,74.4,169.2,26.0
2325,48,Male,Manager,66.2,182.8,19.8
2326,47,Female,Software Engineer,53.8,166.5,19.4
2327,56,Male,Software Engineer,84.7,164.5,31.3
2328,52,Female,Software Engineer,92.8,168.7,32.6
2329,35,Female,Manager,62.0,168.7,21.8
2330,59,Female,Software Engineer,78.0,163.2,29.3
2331,56,Female,Salesperson,72.6,166.8,26.1
2332,34,Male,Healthcare Worker,52.1,169.6,18.1
2333,31,Female,Student,48.6,154.7,20.3
2334,48,Male,Student,97.8,176.2,31.5
2335,41,Male,Manager,54.7,173.9,18.1
2336,52,Female,Software Engineer,95.3,165.5,34.8
2337,51,Female,Student,56.9,161.2,21.9
2338,20,Female,Healthcare Worker,78.3,157.4,31.6
2339,54,Male,Student,69.5,173.5,23.1
2340,57,Female,Healthcare Worker,66.7,154.1,28.1
2341,43,Female,Manager,89.9,170.8,30.8
2342,40,Male,Salesperson,85.5,166.6,30.8
2343,56,Male,Student,78.6,189.4,21.9
2344,32,Male,Student,60.7,171.7,20.6
2345,21,Male,Teacher,77.7,179.6,24.1
2346,46,Non-binary,Student,49.0,162.3,18.6
2347,39,Female,Software Engineer,71.3,166.9,25.6
2348,42,Female,Software Engineer,55.8,163.8,20.8
2349,30,Female,Student,73.6,158.2,29.4
2350,35,Male,Student,59.7,165.1,21.9
2351,50,Female,Salesperson,42.8,160.0,16.7
2352,33,Male,Student,89.7,170.7,30.8
2353,59,Female,Student,75.1,172.3,25.3
2354,19,Male,Manager,67.7,165.9,24.6
2355,52,Female,Unemployed,79.8,164.7,29.4
2356,59,Male,Software Engineer,98.5,186.2,28.4
2357,51,Male,Student,69.7,181.8,21.1
2358,47,Female,Teacher,62.4,166.5,22.5
2359,30,Male,Healthcare Worker,58.1,172.6,19.5
2360,30,Female,Salesperson,45.0,158.6,17.9
2361,35,Male,Manager,77.9,169.5,27.1
2362,49,Female,Software Engineer,77.2,171.3,26.3
2363,49,Male,Teacher,87.0,176.6,27.9
2364,52,Male,Student,92.3,174.5,30.3
2365,56,Male,Manager,94.9,184.1,28.0
2366,46,Male,Salesperson,89.8,177.8,28.4
2367,46,Male,Unemployed,45.8,169.1,16.0
2368,33,Male,Student,66.9,170.2,23.1
2369,27,Male,Student,93.1,179.8,28.8
2370,47,Male,Teacher,63.8,182.3,19.2
2371,42,Female,Manager,72.6,170.7,24.9
2372,56,Female,Salesperson,69.7,161.3,26.8
2373,37,Male,Student,92.1,186.4,26.5
2374,22,Female,Student,80.8,175.6,26.2
2375,18,Female,Teacher,75.2,166.3,27.2
2376,47,Male,Software Engineer,69.5,165.8,25.3
2377,20,Female,Healthcare Worker,51.9,170.2,17.9
2378,31,Male,Software Engineer,87.1,180.3,26.8
2379,47,Female,Salesperson,65.2,159.0,25.8
2380,21,Male,Teacher,57.0,177.9,18.0
2381,35,Female,Salesperson,86.9,168.2,30.7
2382,54,Female,Software Engineer,60.5,150.0,26.9
2383,42,Male,Salesperson,58.9,179.4,18.3
2384,18,Male,Student,68.0,180.8,20.8
2385,32,Female,Teacher,55.5,158.9,22.0
2386,26,Male,Student,65.2,172.1,22.0
2387,32,Female,Software Engineer,75.0,170.5,25.8
2388,41,Female,Software Engineer,52.5,161.6,20.1
2389,21,Female,Student,74.5,158.6,29.6
2390,29,Female,Unemployed,75.0,160.3,29.2
2391,54,Female,Student,86.5,178.0,27.3
2392,54,Female,Salesperson,74.1,173.2,24.7
2393,23,Male,Unemployed,81.8,168.8,28.7
2394,56,Male,Student,72.2,176.0,23.3
2395,41,Male,Manager,67.5,178.5,21.2
2396,28,Female,Student,79.9,163.5,29.9
2397,30,Female,Student,61.8,154.5,25.9
2398,51,Male,Software Engineer,58.8,165.8,21.4
2399,42,Female,Healthcare Worker,65.2,169.9,22.6
2400,24,Male,Student,67.9,179.0,21.2
2401,21,Male,Teacher,106.9,178.4,33.6
2402,25,Female,Teacher,71.0,170.2,24.5
2403,37,Male,Healthcare Worker,74.8,172.3,25.2
2404,46,Female,Student,82.1,172.2,27.7
2405,27,Male,Manager,54.8,169.9,19.0
2406,51,Female,Manager,79.7,164.6,29.4
2407,43,Female,Manager,55.9,160.2,21.8
2408,58,Male,Healthcare Worker,107.1,181.0,32.7
2409,20,Female,Salesperson,57.9,158.3,23.1
2410,23,Female,Student,80.7,166.2,29.2
2411,22,Male,Software Engineer,46.5,170.4,16.0
2412,22,Male,Software Engineer,52.6,165.5,19.2
2413,40,Female,Software Engineer,54.9,153.8,23.2
2414,26,Male,Software Engineer,47.7,172.7,16.0
2415,52,Male,Software Engineer,68.2,158.4,27.2
2416,37,Male,Software Engineer,78.1,173.6,25.9
2417,59,Male,Unemployed,65.9,181.5,20.0
2418,52,Female,Student,56.8,152.6,24.4
2419,35,Male,Healthcare Worker,82.6,171.5,28.1
2420,34,Male,Software Engineer,49.2,175.3,16.0
2421,41,Male,Manager,55.0,171.1,18.8
2422,20,Male,Salesperson,71.2,176.0,23.0
2423,49,Female,Software Engineer,59.9,156.1,24.6
2424,52,Male,Software Engineer,80.0,181.8,24.2
2425,55,Non-binary,Software Engineer,73.8,160.9,28.5
2426,30,Male,Software Engineer,78.2,171.5,26.6
2427,42,Male,Healthcare Worker,89.6,180.2,27.6
2428,26,Female,Salesperson,46.2,159.4,18.2
2429,21,Male,Student,75.6,173.2,25.2
2430,31,Female,Student,64.3,166.9,23.1
2431,54,Non-binary,Software Engineer,90.2,170.3,31.1
2432,51,Male,Student,81.7,179.7,25.3
2433,28,Male,Manager,67.4,177.1,21.5
2434,58,Female,Student,79.5,167.6,28.3
2435,20,Male,Teacher,86.3,178.8,27.0
2436,45,Male,Student,58.9,168.3,20.8
2437,46,Male,Software Engineer,65.5,169.1,22.9
2438,26,Male,Manager,70.8,175.4,23.0
2439,20,Female,Software Engineer,82.6,165.9,30.0
2440,42,Male,Unemployed,66.8,162.2,25.4
2441,51,Male,Healthcare Worker,88.3,178.2,27.8
2442,29,Female,Software Engineer,58.0,161.3,22.3
2443,59,Male,Student,79.2,174.5,26.0
2444,26,Male,Salesperson,111.6,191.6,30.4
2445,32,Female,Healthcare Worker,66.3,170.2,22.9
2446,57,Male,Salesperson,74.4,172.5,25.0
2447,42,Female,Student,42.7,152.3,18.4
2448,22,Female,Unemployed,53.2,158.8,21.1
2449,28,Male,Student,68.6,172.7,23.0
2450,51,Female,Salesperson,55.7,168.2,19.7
2451,41,Male,Healthcare Worker,89.1,171.2,30.4
2452,32,Male,Student,62.9,174.3,20.7
2453,55,Female,Healthcare Worker,68.3,156.2,28.0
2454,25,Female,Software Engineer,72.1,168.8,25.3
2455,22,Male,Unemployed,83.6,184.3,24.6
2456,43,Female,Student,78.0,158.1,31.2
2457,35,Female,Unemployed,41.3,160.7,16.0
2458,23,Female,Student,58.7,157.7,23.6
2459,54,Female,Manager,51.6,162.2,19.6
2460,30,Male,Teacher,48.3,173.8,16.0
2461,45,Male,Software Engineer,52.4,165.7,19.1
2462,22,Female,Student,66.9,164.9,24.6
2463,30,Male,Manager,68.9,180.3,21.2
2464,34,Female,Student,73.8,160.9,28.5
2465,57,Male,Teacher,70.8,173.6,23.5
2466,49,Male,Student,74.4,179.8,23.0
2467,46,Male,Unemployed,58.5,159.1,23.1
2468,20,Non-binary,Student,63.7,162.6,24.1
2469,57,Male,Student,74.0,181.0,22.6
2470,51,Female,Student,54.7,162.5,20.7
2471,57,Male,Software Engineer,82.9,169.1,29.0
2472,44,Male,Student,56.9,161.9,21.7
2473,30,Male,Software Engineer,79.0,186.1,22.8
2474,50,Female,Healthcare Worker,63.2,154.7,26.4
2475,23,Male,Manager,80.9,176.7,25.9
2476,41,Male,Teacher,65.8,179.2,20.5
2477,36,Male,Student,96.1,185.6,27.9
2478,33,Male,Manager,81.3,173.9,26.9
2479,57,Female,Student,69.7,166.0,25.3
2480,45,Female,Salesperson,60.3,163.3,22.6
2481,50,Male,Student,76.9,184.0,22.7
2482,58,Female,Software Engineer,62.3,162.5,23.6
2483,30,Female,Software Engineer,51.0,163.9,19.0
2484,42,Male,Healthcare Worker,65.5,164.2,24.3
2485,59,Female,Student,74.4,161.6,28.5
2486,53,Female,Teacher,75.5,163.1,28.4
2487,44,Male,Student,68.1,172.8,22.8
2488,55,Male,Manager,85.4,170.7,29.3
2489,24,Female,Healthcare Worker,85.3,160.5,33.1
2490,22,Female,Software Engineer,67.6,171.1,23.1
2491,48,Male,Software Engineer,82.9,173.3,27.6
2492,40,Male,Healthcare Worker,47.9,173.1,16.0
2493,59,Male,Teacher,63.9,184.4,18.8
2494,27,Female,Software Engineer,73.6,171.9,24.9
2495,49,Female,Teacher,60.2,173.5,20.0
2496,47,Non-binary,Manager,83.3,157.2,33.7
2497,56,Male,Student,78.2,169.6,27.2
2498,48,Female,Salesperson,74.1,160.4,28.8
2499,35,Female,Software Engineer,79.6,180.6,24.4
2500,53,Male,Student,60.2,173.5,20.0
2501,19,Male,Salesperson,69.2,176.6,22.2
2502,31,Female,Software Engineer,60.3,153.5,25.6
2503,30,Female,Student,57.2,162.7,21.6
2504,46,Female,Manager,65.9,154.8,27.5
2505,29,Female,Healthcare Worker,72.1,161.3,27.7
2506,56,Male,Healthcare Worker,66.6,164.9,24.5
2507,19,Female,Unemployed,44.8,165.7,16.3
2508,49,Female,Healthcare Worker,92.3,169.3,32.2
2509,30,Female,Student,59.9,159.7,23.5
2510,44,Non-binary,Software Engineer,105.1,169.2,36.7
2511,58,Female,Salesperson,71.0,161.0,27.4
2512,34,Male,Software Engineer,71.6,174.2,23.6
2513,57,Female,Manager,69.4,161.8,26.5
2514,48,Male,Manager,54.7,184.9,16.0
2515,51,Male,Software Engineer,93.0,178.8,29.1
2516,41,Male,Healthcare Worker,105.9,171.3,36.1
2517,52,Male,Teacher,47.3,172.0,16.0
2518,23,Female,Software Engineer,65.0,167.4,23.2
2519,36,Male,Unemployed,78.7,181.1,24.0
2520,47,Female,Software Engineer,64.1,150.2,28.4
2521,24,Female,Student,90.8,163.4,34.0
2522,27,Male,Teacher,80.0,174.7,26.2
2523,58,Female,Salesperson,84.8,157.7,34.1
2524,49,Male,Salesperson,91.6,190.3,25.3
2525,51,Male,Salesperson,75.0,168.2,26.5
2526,45,Female,Manager,63.9,156.8,26.0
2527,32,Male,Student,93.8,176.8,30.0
2528,47,Male,Healthcare Worker,67.6,173.0,22.6
2529,54,Female,Healthcare Worker,72.6,160.4,28.2
2530,46,Female,Student,46.6,156.6,19.0
2531,39,Male,Student,80.0,185.7,23.2
2532,21,Female,Unemployed,60.4,167.2,21.6
2533,37,Female,Healthcare Worker,62.9,158.9,24.9
2534,49,Female,Healthcare Worker,61.4,163.1,23.1
2535,53,Male,Healthcare Worker,92.9,177.2,29.6
2536,21,Female,Teacher,50.9,157.5,20.5
2537,44,Female,Manager,46.3,166.5,16.7
2538,34,Female,Teacher,58.0,177.5,18.4
2539,29,Female,Student,65.3,150.1,29.0
2540,39,Male,Salesperson,59.6,172.2,20.1
2541,34,Male,Teacher,84.0,178.7,26.3
2542,27,Male,Manager,61.3,162.6,23.2
2543,18,Male,Teacher,84.7,173.3,28.2
2544,39,Female,Software Engineer,57.8,156.8,23.5
2545,43,Male,Student,104.9,168.6,36.9
2546,35,Female,Student,83.3,158.9,33.0
2547,31,Female,Student,66.2,169.3,23.1
2548,46,Male,Student,68.1,174.0,22.5
2549,29,Male,Unemployed,121.1,177.1,38.6
2550,53,Female,Student,55.1,167.7,19.6
2551,52,Female,Student,59.0,155.8,24.3
2552,29,Male,Teacher,81.1,181.6,24.6
2553,24,Male,Manager,79.3,179.9,24.5
2554,46,Female,Student,40.4,155.5,16.7
2555,28,Female,Salesperson,72.1,164.3,26.7
2556,50,Male,Salesperson,54.7,165.0,20.1
2557,23,Female,Student,78.1,158.7,31.0
2558,32,Male,Student,52.5,171.2,17.9
2559,49,Male,Healthcare Worker,81.6,181.4,24.8
2560,28,Male,Salesperson,52.0,180.2,16.0
2561,40,Male,Manager,48.3,173.7,16.0
2562,43,Male,Student,57.7,166.9,20.7
2563,51,Female,Software Engineer,61.4,169.4,21.4
2564,51,Male,Teacher,87.7,167.9,31.1
2565,46,Male,Student,70.0,169.7,24.3
2566,21,Male,Software Engineer,85.6,168.1,30.3
2567,34,Female,Manager,57.6,158.9,22.8
2568,52,Male,Software Engineer,91.3,183.2,27.2
2569,30,Male,Salesperson,64.9,175.0,21.2
2570,58,Female,Salesperson,53.2,159.6,20.9
2571,56,Non-binary,Software Engineer,39.0,154.7,16.3
2572,32,Male,Salesperson,83.2,178.9,26.0
2573,46,Female,Student,69.7,164.7,25.7
2574,46,Female,Salesperson,83.7,172.9,28.0
2575,28,Female,Student,72.4,168.5,25.5
2576,49,Male,Student,110.0,180.9,33.6
2577,19,Female,Manager,61.4,155.8,25.3
2578,31,Male,Software Engineer,88.4,174.6,29.0
2579,37,Female,Healthcare Worker,60.7,162.4,23.0
2580,39,Female,Software Engineer,56.3,166.2,20.4
2581,28,Male,Student,90.9,181.2,27.7
2582,44,Female,Teacher,64.0,163.0,24.1
2583,20,Male,Software Engineer,86.4,175.0,28.2
2584,34,Female,Software Engineer,72.2,166.3,26.1
2585,45,Male,Manager,59.3,168.4,20.9
2586,46,Male,Salesperson,85.8,171.1,29.3
2587,38,Male,Healthcare Worker,59.3,169.6,20.6
2588,33,Female,Unemployed,79.5,170.7,27.3
2589,54,Male,Student,85.0,167.5,30.3
2590,37,Male,Manager,77.4,184.3,22.8
2591,23,Male,Software Engineer,96.5,180.3,29.7
2592,36,Female,Manager,70.8,164.1,26.3
2593,22,Female,Software Engineer,77.3,165.3,28.3
2594,20,Male,Unemployed,60.6,171.1,20.7
2595,18,Male,Salesperson,79.8,176.9,25.5
2596,55,Male,Unemployed,60.7,182.6,18.2
2597,32,Male,Salesperson,93.2,170.1,32.2
2598,51,Male,Healthcare Worker,43.2,164.3,16.0
2599,52,Female,Salesperson,63.9,167.0,22.9
2600,42,Male,Software Engineer,63.8,177.3,20.3
2601,41,Male,Student,76.9,167.2,27.5
2602,29,Male,Software Engineer,95.8,169.9,33.2
2603,35,Female,Student,76.8,167.4,27.4
2604,32,Female,Teacher,94.4,158.0,37.8
2605,33,Female,Teacher,54.5,172.5,18.3
2606,44,Male,Teacher,55.7,173.1,18.6
2607,25,Male,Unemployed,59.5,170.4,20.5
2608,42,Male,Healthcare Worker,72.0,169.7,25.0
2609,34,Male,Student,59.8,173.4,19.9
2610,46,Female,Software Engineer,55.9,162.8,21.1
2611,25,Female,Software Engineer,82.5,173.8,27.3
2612,32,Female,Software Engineer,45.9,155.8,18.9
2613,44,Female,Salesperson,51.0,162.2,19.4
2614,24,Male,Teacher,61.0,163.9,22.7
2615,20,Female,Teacher,58.4,159.0,23.1
2616,46,Male,Healthcare Worker,93.1,179.2,29.0
2617,41,Male,Salesperson,60.4,172.0,20.4
2618,20,Female,Student,58.3,165.5,21.3
2619,37,Male,Manager,83.1,175.1,27.1
2620,32,Male,Software Engineer,86.0,174.9,28.1
2621,42,Male,Student,86.3,167.1,30.9
2622,47,Female,Student,63.9,155.0,26.6
2623,31,Female,Software Engineer,74.2,171.9,25.1
2624,24,Male,Software Engineer,81.5,173.4,27.1
2625,34,Female,Student,61.4,162.3,23.3
2626,37,Male,Manager,70.9,174.4,23.3
2627,53,Male,Salesperson,46.2,167.3,16.5
2628,26,Female,Student,77.0,164.4,28.5
2629,55,Female,Student,74.2,170.6,25.5
2630,39,Non-binary,Salesperson,98.1,187.2,28.0
2631,19,Male,Student,42.7,163.3,16.0
2632,41,Female,Healthcare Worker,56.4,152.3,24.3
2633,25,Female,Manager,62.7,174.4,20.6
2634,28,Female,Software Engineer,78.9,158.8,31.3
2635,30,Male,Student,85.7,177.2,27.3
2636,34,Female,Student,61.7,155.3,25.6
2637,25,Female,Student,63.6,167.7,22.6
2638,38,Male,Student,73.5,167.2,26.3
2639,35,Male,Manager,70.2,185.9,20.3
2640,47,Male,Student,73.6,174.7,24.1
2641,35,Female,Teacher,53.0,155.6,21.9
2642,48,Female,Teacher,89.8,160.9,34.7
2643,55,Female,Student,90.3,170.4,31.1
2644,49,Female,Student,79.4,164.6,29.3
2645,28,Female,Student,47.2,162.8,17.8
2646,42,Male,Student,98.6,186.3,28.4
2647,50,Male,Salesperson,73.2,170.1,25.3
2648,55,Female,Software Engineer,90.8,174.0,30.0
2649,58,Male,Salesperson,88.9,184.9,26.0
2650,25,Male,Software Engineer,76.7,176.9,24.5
2651,28,Female,Software Engineer,67.8,162.7,25.6
2652,39,Male,Teacher,52.3,178.5,16.4
2653,41,Male,Manager,58.5,166.9,21.0
2654,58,Male,Student,89.5,184.8,26.2
2655,34,Male,Student,84.7,169.2,29.6
2656,29,Female,Teacher,59.2,164.0,22.0
2657,49,Female,Software Engineer,53.5,148.4,24.3
2658,32,Female,Software Engineer,40.2,152.5,17.3
2659,33,Male,Manager,95.4,175.1,31.1
2660,39,Female,Software Engineer,74.2,158.6,29.5
2661,45,Female,Manager,65.7,154.8,27.4
2662,37,Female,Teacher,72.9,166.5,26.3
2663,50,Male,Salesperson,106.4,183.8,31.5
2664,27,Female,Manager,54.0,160.7,20.9
2665,57,Female,Teacher,48.7,154.5,20.4
2666,49,Female,Manager,76.6,161.7,29.3
2667,50,Female,Healthcare Worker,62.0,146.2,29.0
2668,19,Male,Software Engineer,60.2,177.6,19.1
2669,50,Female,Software Engineer,58.3,162.4,22.1
2670,50,Male,Salesperson,104.7,180.6,32.1
2671,58,Female,Teacher,61.5,152.6,26.4
2672,30,Male,Student,87.9,177.2,28.0
2673,47,Male,Healthcare Worker,60.1,176.5,19.3
2674,50,Male,Student,95.9,186.7,27.5
2675,30,Female,Salesperson,50.1,166.3,18.1
2676,43,Male,Salesperson,55.3,185.9,16.0
2677,39,Female,Unemployed,73.2,162.3,27.8
2678,56,Female,Student,76.5,157.1,31.0
2679,19,Male,Teacher,81.6,186.7,23.4
2680,55,Male,Software Engineer,70.4,178.9,22.0
