User_ID,Daily_Steps,Exercise_Duration_min,Calories_Burned,Heart_Rate_bpm,Water_Intake_L
1869,10095,90,766,71,4.2
1870,12297,57,501,73,3.5
1871,11011,59,513,74,2.4
1872,9343,63,547,78,3.3
1873,10528,47,416,62,2.5
1874,9582,67,578,71,3.0
1875,12826,101,851,74,3.0
1876,9078,41,372,74,3.0
1877,10769,63,546,64,2.8
1878,8774,54,474,80,2.5
1879,12927,56,491,74,3.0
1880,9584,44,401,71,3.7
1881,10478,31,289,72,2.8
1882,12206,66,570,72,3.5
1883,7904,50,444,72,3.3
1884,9641,59,513,77,2.4
1885,7284,54,473,75,2.7
1886,10645,74,640,75,4.2
1887,8261,48,427,70,3.3
1888,9609,52,459,73,3.6
1889,8552,58,512,83,4.1
1890,13893,100,848,75,4.9
1891,10301,40,366,79,3.7
1892,12777,54,473,65,2.4
1893,10202,45,403,71,2.6
1894,11340,49,436,74,3.0
1895,10137,35,325,75,3.3
1896,10091,56,491,77,2.9
1897,12714,50,442,68,2.6
1898,6741,50,441,72,3.1
1899,10337,74,640,76,4.3
1900,9179,41,371,80,2.6
1901,8709,47,425,76,4.5
1902,8691,52,459,72,2.8
1903,7458,62,542,65,3.8
1904,8171,47,419,73,2.7
1905,11473,55,484,72,3.1
1906,9516,64,553,70,2.0
1907,10757,50,445,80,3.3
1908,6806,35,326,78,3.5
1909,8572,56,493,73,3.7
1910,6087,44,398,73,4.0
1911,11010,50,443,73,2.5
1912,12011,71,615,70,3.9
1913,9370,42,382,75,3.8
1914,10679,49,439,75,3.5
1915,11147,53,476,75,5.0
1916,11987,64,562,75,4.9
1917,8879,55,486,71,3.9
1918,10369,54,477,85,3.5
1919,11314,73,631,81,4.1
1920,13414,75,643,70,3.4
1921,7012,46,412,69,3.2
1922,11400,69,599,62,4.2
1923,12765,83,708,64,3.5
1924,7556,52,462,79,3.0
1925,9166,68,590,72,3.7
1926,11502,74,637,71,3.6
1927,9248,53,467,76,3.1
1928,9605,51,455,74,4.3
1929,11452,78,669,76,3.4
1930,9251,62,540,75,3.0
1931,14206,70,605,72,3.3
1932,8275,40,364,75,2.7
1933,9657,55,482,77,2.9
1934,11322,75,646,76,4.1
1935,11322,51,451,66,2.9
1936,8469,42,379,78,3.0
1937,11965,64,556,73,4.0
1938,8835,56,493,72,3.5
1939,13897,45,405,71,2.8
1940,10804,53,469,72,3.4
1941,11098,56,495,74,4.0
1942,7849,37,341,72,2.8
1943,9613,60,525,74,3.5
1944,9108,37,338,68,2.5
1945,9380,57,499,62,3.0
1946,12117,47,418,72,3.0
1947,10167,52,460,76,3.2
1948,8951,40,364,77,2.9
1949,11729,59,514,77,2.2
1950,8650,52,459,67,2.5
1951,8815,55,487,76,3.6
1952,9491,50,446,79,3.8
1953,8435,55,485,74,3.2
1954,10317,70,606,74,3.6
1955,7605,28,265,74,2.0
1956,9007,53,470,81,3.6
1957,7849,32,302,77,3.1
1958,10816,64,556,74,3.5
1959,12533,43,387,70,3.1
1960,9916,40,364,71,2.6
1961,13538,75,645,67,3.8
1962,10441,56,494,67,3.3
1963,8775,66,573,76,4.0
1964,11067,75,643,70,2.8
1965,7227,50,442,72,2.0
1966,6614,51,453,77,3.4
1967,10755,40,367,83,3.3
1968,11037,67,584,73,4.8
1969,10778,50,447,72,3.3
1970,11287,73,628,72,2.9
1971,6382,31,292,79,2.8
1972,11087,71,615,66,3.3
1973,9094,62,544,80,3.8
1974,10972,63,545,67,2.2
1975,7547,33,305,79,1.8
1976,8388,36,331,74,2.4
1977,9360,69,602,74,4.5
1978,11465,75,645,74,3.4
1979,9770,45,403,71,3.1
1980,14018,61,535,65,4.0
1981,7866,39,360,75,3.8
1982,9050,77,661,79,3.7
1983,13511,86,736,70,4.6
1984,8027,55,483,64,3.0
1985,8789,45,403,69,2.9
1986,8336,67,583,72,4.3
1987,12176,69,597,78,3.9
1988,14962,59,515,64,3.7
1989,9371,28,268,72,2.6
1990,7936,66,572,66,3.1
1991,8742,40,363,76,3.0
1992,9750,36,333,80,2.9
1993,7395,63,547,74,3.1
1994,9698,74,640,73,5.0
1995,8313,55,484,68,3.8
1996,9860,29,281,76,3.6
1997,9439,41,376,79,3.4
1998,12638,63,549,78,2.8
1999,12853,89,756,67,3.7
2000,14116,82,702,69,3.8
2001,13166,60,525,74,3.4
2002,9644,67,581,79,3.4
2003,10976,57,500,71,3.2
2004,11371,47,419,82,2.6
2005,10693,66,573,72,3.6
2006,6145,57,500,69,3.6
2007,9709,45,406,72,2.8
2008,12523,60,530,74,4.6
2009,8222,39,358,75,3.0
2010,8757,45,404,78,3.1
2011,9466,54,477,77,3.2
2012,9306,54,476,76,3.5
2013,11345,64,558,72,3.9
2014,7965,37,338,74,2.2
2015,7680,58,510,68,3.8
2016,10651,32,296,68,2.2
2017,10444,47,418,76,2.5
2018,13024,61,536,75,4.3
2019,6632,32,300,73,2.5
2020,10827,60,521,71,2.4
2021,5776,41,368,64,2.2
2022,8562,44,400,79,4.0
2023,9185,45,402,69,2.7
2024,10981,49,434,75,2.6
2025,10039,71,610,69,2.6
2026,7719,43,388,70,2.8
2027,9863,42,379,73,3.0
2028,7272,42,380,69,3.5
2029,10139,47,425,83,4.2
2030,9097,49,434,73,2.7
2031,12886,82,701,75,3.9
2032,10644,78,669,76,3.7
2033,9319,55,483,69,2.3
2034,8222,42,380,76,2.7
2035,8233,50,444,75,3.2
2036,9985,61,533,76,3.6
2037,11673,63,547,75,3.2
2038,10167,66,569,67,2.5
2039,8288,58,512,78,3.8
2040,8321,25,248,81,3.6
2041,9845,65,565,69,3.9
2042,10006,70,605,68,3.7
2043,9807,72,623,77,3.6
2044,6675,43,391,77,3.4
2045,13183,99,835,69,3.3
2046,10174,53,469,70,2.8
2047,6309,21,214,80,2.9
2048,9219,36,330,77,2.7
2049,6377,42,379,71,2.5
2050,10129,66,578,79,4.9
2051,11706,57,500,75,3.2
2052,8877,77,660,68,3.4
2053,8324,36,334,74,3.4
2054,12054,24,235,77,2.4
2055,8284,74,635,65,3.3
2056,11799,50,442,63,3.2
2057,9085,42,378,78,3.0
2058,10827,69,598,74,3.1
2059,9874,54,477,75,3.4
2060,8026,46,412,83,2.8
2061,10670,56,493,74,3.7
2062,8278,39,355,75,3.0
2063,8901,62,538,71,3.0
2064,6674,36,334,75,3.4
2065,12230,79,678,68,3.7
2066,10087,58,508,75,3.5
2067,6072,27,259,76,2.4
2068,8001,42,379,71,2.2
2069,8878,53,471,78,3.3
2070,11314,55,484,70,3.0
2071,8794,57,503,75,4.1
2072,12108,71,614,75,3.5
2073,8564,34,315,76,2.8
2074,10565,67,579,71,2.8
2075,14101,84,718,67,4.0
2076,11105,58,510,74,3.1
2077,13619,61,531,76,3.2
2078,13136,76,652,67,3.3
2079,9639,49,440,70,4.0
2080,7133,23,226,79,2.1
2081,10058,55,483,69,2.9
2082,10204,65,566,72,3.7
2083,12212,58,508,72,3.4
2084,7143,26,252,80,3.0
2085,7959,44,400,71,3.7
2086,13463,74,640,72,4.2
2087,8667,59,515,68,3.5
2088,7787,63,549,81,3.6
2089,7199,34,317,74,3.2
2090,8487,47,421,72,3.1
2091,7576,46,411,71,2.5
2092,10796,58,508,72,3.0
2093,9948,37,340,76,2.8
2094,6767,40,366,80,3.6
2095,9951,77,663,70,4.9
2096,9183,44,399,72,3.7
2097,10364,55,484,63,2.9
2098,10212,93,787,66,3.5
2099,9460,64,557,70,3.2
2100,9359,46,414,83,2.8
2101,9442,41,374,74,3.5
2102,14611,71,614,73,3.6
2103,9908,36,332,80,3.2
2104,7137,37,339,73,2.5
2105,11487,77,660,69,3.6
2106,9183,63,554,72,4.4
2107,7954,42,382,70,3.7
2108,16563,94,792,64,3.2
2109,7891,55,483,71,2.5
2110,11620,71,614,72,3.9
2111,13265,76,649,73,3.2
2112,11500,54,474,73,3.4
2113,9530,62,539,77,3.3
2114,12026,61,530,75,2.8
2115,7882,46,413,77,3.5
2116,8924,61,529,67,2.4
2117,8556,66,569,69,2.4
2118,9125,47,419,77,2.9
2119,11800,69,594,76,2.9
2120,13324,67,584,74,4.2
2121,9817,33,312,85,3.8
2122,7479,61,533,71,3.4
2123,8845,57,500,74,3.5
2124,10136,47,419,68,3.1
2125,9877,61,529,72,2.1
2126,8222,61,531,74,2.8
2127,12575,60,520,75,2.3
2128,11311,64,554,59,3.3
2129,7853,50,447,71,3.6
2130,10409,45,404,71,3.1
2131,14252,69,592,60,2.0
2132,11208,65,562,72,2.6
2133,11164,64,553,77,2.9
2134,8328,50,444,73,3.3
2135,8728,66,572,76,3.8
2136,7284,59,516,73,3.3
2137,11110,66,572,69,3.6
2138,14635,67,580,67,3.1
2139,6591,49,434,74,2.7
2140,9228,41,372,77,3.1
2141,6051,29,281,78,4.3
2142,10583,54,482,78,4.4
2143,11734,57,500,80,3.2
2144,9237,58,507,79,3.1
2145,6329,46,414,70,3.7
2146,12515,54,480,70,4.3
2147,6603,49,434,76,2.4
2148,14410,77,664,67,4.7
2149,8093,30,282,76,2.9
2150,14152,103,870,74,4.1
2151,7697,45,406,73,4.1
2152,8244,43,384,72,1.9
2153,7676,38,349,76,2.8
2154,8107,39,358,75,3.2
2155,7010,47,423,79,3.6
2156,8699,40,365,75,3.2
2157,10365,57,501,77,3.5
2158,10305,45,401,68,1.9
2159,9250,68,596,77,5.0
2160,12893,72,621,74,4.1
2161,10367,50,442,68,2.1
2162,8215,23,229,73,2.9
2163,8162,36,331,78,2.3
2164,9893,46,413,78,2.9
2165,10378,52,458,73,2.8
2166,12134,85,729,75,5.0
2167,7864,51,454,68,3.5
2168,8624,49,433,72,2.6
2169,6513,46,411,70,2.1
2170,8499,62,538,71,2.5
2171,8563,59,518,67,3.2
2172,11548,74,635,73,3.6
2173,10312,58,507,69,3.4
2174,10914,70,605,82,4.0
2175,9551,22,221,75,2.9
2176,8782,62,543,75,3.5
2177,10087,55,483,72,2.6
2178,6957,36,328,65,2.7
2179,10943,66,576,74,3.8
2180,10319,66,576,78,3.8
2181,11033,92,777,69,2.9
2182,16007,87,739,68,3.7
2183,8524,45,404,81,3.6
2184,7499,46,412,73,3.2
2185,8672,58,508,72,3.2
2186,12404,40,364,71,2.9
2187,11521,68,588,65,3.3
2188,11517,75,641,72,2.8
2189,9485,52,464,74,3.9
2190,11859,63,546,72,3.4
2191,11745,48,431,72,3.3
2192,11742,56,490,78,2.2
2193,9558,47,425,79,4.2
2194,11658,70,605,66,3.3
2195,7409,54,477,75,3.7
2196,12809,87,736,68,2.9
2197,10184,63,547,75,3.4
2198,10168,37,343,77,3.4
2199,9974,73,631,77,3.5
2200,11769,52,458,75,2.7
2201,11033,62,537,72,2.8
2202,17819,83,710,75,4.5
2203,13458,71,609,67,2.7
2204,8359,58,506,70,2.9
2205,10391,62,542,82,4.1
2206,9619,46,416,81,3.9
2207,12592,77,660,76,3.4
2208,12147,89,759,73,3.9
2209,7144,45,401,64,2.3
2210,8568,43,388,75,2.8
2211,9627,66,572,71,3.7
2212,12033,55,483,77,3.1
2213,8422,50,443,72,2.4
2214,8593,45,408,65,3.6
2215,8988,73,626,73,3.0
2216,10261,59,516,71,2.9
2217,9992,50,448,74,4.1
2218,9721,51,450,71,2.5
2219,9453,25,242,80,2.0
2220,10876,58,506,81,3.4
2221,9998,61,532,73,3.0
2222,9841,53,469,69,3.7
2223,6524,29,276,65,3.2
2224,10430,68,588,79,3.9
2225,10585,60,523,80,2.8
2226,8896,76,655,67,4.0
2227,8304,42,379,75,3.0
2228,9340,54,479,75,3.8
2229,9601,53,467,65,2.6
2230,10810,55,482,74,3.0
2231,6617,52,461,76,3.2
2232,13040,71,613,71,4.0
2233,10946,64,556,75,3.5
2234,9185,54,477,75,3.2
2235,7852,58,509,74,2.5
2236,5393,55,486,73,3.4
2237,8750,43,387,73,2.9
2238,10334,58,507,74,2.7
2239,15391,87,741,74,3.4
2240,9273,59,515,75,3.0
2241,12463,79,677,73,3.4
2242,7668,40,366,78,2.9
2243,11281,61,533,78,3.9
2244,7580,57,501,67,3.4
2245,11406,58,508,73,3.3
2246,9695,58,505,72,2.3
2247,7923,38,352,74,3.7
2248,12330,93,790,72,4.4
2249,11965,68,589,71,3.6
2250,10956,77,661,71,3.0
2251,10599,61,534,68,3.6
2252,11653,72,624,76,4.4
2253,10400,63,548,74,3.5
2254,9254,65,564,76,3.2
2255,7321,55,482,76,2.5
2256,10764,57,497,70,2.2
2257,10569,56,488,73,2.6
2258,12733,80,682,74,3.5
2259,9749,79,673,66,2.4
2260,9595,51,455,73,4.0
2261,6298,33,309,73,2.7
2262,8097,35,325,75,3.3
2263,9314,61,534,73,3.8
2264,8091,50,444,70,3.5
2265,9926,58,507,67,3.0
2266,11722,69,592,74,2.0
2267,10205,63,552,75,4.4
2268,7426,47,420,69,3.4
2269,6813,49,437,79,3.7
2270,7434,55,486,78,3.3
2271,9288,63,549,68,3.4
2272,10356,60,524,73,3.7
2273,9776,58,509,78,3.4
2274,12000,56,490,66,2.9
2275,7150,37,344,73,3.8
2276,9924,70,604,71,3.0
2277,10029,48,431,77,3.8
2278,7288,31,292,79,3.3
2279,8685,59,518,75,3.6
2280,8865,59,518,70,3.6
2281,11681,67,581,73,2.9
2282,12694,79,678,67,3.8
2283,6903,23,228,77,2.7
2284,10686,66,574,71,3.8
2285,11458,61,532,67,3.1
2286,7444,42,380,75,2.6
2287,10643,71,611,67,2.6
2288,8592,64,557,68,4.0
2289,7207,37,342,78,3.5
2290,8473,61,535,70,4.0
2291,7569,62,536,65,2.3
2292,10804,61,533,69,3.1
2293,14240,78,669,77,3.8
2294,14816,84,718,70,3.7
2295,10718,50,446,77,3.7
2296,7974,36,335,80,3.4
2297,10340,90,763,68,3.6
2298,11839,64,554,71,2.2
2299,12553,48,427,77,2.9
2300,11117,67,583,75,3.9
2301,9872,65,567,72,4.0
2302,9499,32,298,73,2.1
2303,11242,58,506,70,2.6
2304,9875,67,583,71,3.6
2305,10171,66,571,70,2.4
2306,10331,56,494,72,4.2
2307,11090,51,457,79,4.9
2308,10648,74,637,63,3.7
2309,9376,41,373,77,3.4
2310,8023,73,628,80,3.2
2311,11647,72,622,73,3.9
2312,12127,57,503,74,3.8
2313,9802,53,467,68,2.7
2314,11267,57,500,67,3.3
2315,8600,53,474,74,4.6
2316,7298,44,393,71,2.4
2317,8547,60,524,65,3.7
2318,7211,45,402,69,2.3
2319,7885,46,413,69,2.8
2320,11238,60,520,74,2.3
2321,8917,63,551,77,4.0
2322,10189,73,629,70,4.0
2323,10453,46,410,74,2.6
2324,10227,70,605,72,3.4
2325,11945,83,708,75,3.0
2326,5995,32,298,74,2.3
2327,12199,65,567,75,4.1
2328,11183,60,528,73,3.9
2329,10206,65,563,75,3.3
2330,5572,30,286,66,3.6
2331,7796,61,533,68,2.9
2332,9517,27,258,79,2.6
2333,12926,70,601,62,3.2
2334,10900,59,521,72,3.9
2335,7406,39,354,74,2.9
2336,9729,62,544,78,4.3
2337,8279,50,443,71,2.8
2338,9705,59,518,73,3.0
2339,10660,65,564,68,3.3
2340,11788,88,748,73,3.6
2341,7530,74,640,72,4.6
2342,7641,36,335,68,3.4
2343,10990,48,430,68,3.2
2344,10744,57,499,74,2.6
2345,9597,45,406,80,3.4
2346,10995,67,577,70,2.7
2347,10626,59,517,71,3.6
2348,6645,51,450,73,2.4
2349,12518,68,589,73,3.4
2350,9258,61,531,74,3.4
2351,11524,74,632,76,2.9
2352,8007,39,360,74,4.0
2353,8930,31,293,85,2.5
2354,8286,48,428,70,2.8
2355,14347,72,622,66,3.9
2356,9258,58,513,74,4.3
2357,13156,77,661,63,3.4
2358,12527,62,539,70,3.3
2359,10368,67,579,65,3.1
2360,10020,65,561,69,2.7
2361,12420,55,486,75,3.5
2362,13328,59,518,72,3.4
2363,10368,66,575,74,4.2
2364,9879,47,424,76,4.1
2365,12622,87,744,67,4.3
2366,13174,68,592,71,4.2
2367,6548,52,457,66,2.3
2368,8990,45,404,73,2.8
2369,8381,43,392,75,3.9
2370,10516,42,380,73,2.7
2371,9527,50,445,69,3.2
2372,8207,40,365,75,3.5
2373,8648,33,312,73,3.9
2374,11181,62,542,74,4.1
2375,11772,82,701,71,3.7
2376,13326,64,556,76,3.2
2377,8464,48,426,71,2.7
2378,11490,84,719,61,3.7
2379,11737,70,604,74,3.0
2380,9131,48,427,65,2.9
2381,9319,39,359,80,3.7
2382,9665,50,443,73,2.7
2383,12070,56,491,70,2.9
2384,11621,56,492,77,3.0
2385,8516,46,410,74,3.0
2386,10093,51,452,73,3.4
2387,14747,59,517,75,3.2
2388,9456,54,474,67,2.3
2389,12228,61,533,80,4.1
2390,11100,55,485,73,3.4
2391,10936,62,543,74,4.3
2392,7678,40,365,74,3.0
2393,9612,59,518,69,3.6
2394,8435,49,437,65,3.2
2395,11582,62,540,71,3.4
2396,12895,67,582,78,3.9
2397,9138,42,379,77,2.3
2398,10275,65,563,76,2.8
2399,11519,75,644,79,3.2
2400,8183,42,380,73,3.0
2401,12232,72,626,74,5.0
2402,10581,52,461,72,3.2
2403,8956,37,341,75,2.7
2404,9823,46,414,77,3.7
2405,9121,39,354,68,2.4
2406,7984,64,558,71,4.1
2407,10894,56,490,71,2.7
2408,11386,62,546,80,4.5
2409,11703,74,635,71,3.0
2410,9947,45,406,80,3.7
2411,12441,59,513,71,2.2
2412,8466,41,370,72,2.2
2413,9718,44,394,75,2.5
2414,11866,69,593,69,2.9
2415,9244,72,620,72,3.5
2416,13977,87,742,76,4.0
2417,15398,62,540,75,3.4
2418,7075,50,443,73,2.4
2419,9105,69,598,73,4.1
2420,10606,50,441,75,2.7
2421,12583,53,466,71,3.2
2422,12477,80,685,74,4.6
2423,9238,53,467,77,3.1
2424,10649,64,558,77,4.0
2425,7322,45,405,80,3.1
2426,7606,54,478,74,3.7
2427,12419,73,631,78,4.8
2428,11602,64,553,73,2.1
2429,12488,74,637,70,4.1
2430,12297,76,652,73,3.6
2431,7135,47,424,81,4.1
2432,11443,57,502,70,3.9
2433,8164,50,444,74,2.7
2434,11651,70,606,78,3.3
2435,11511,66,575,71,4.0
2436,10472,68,587,74,2.7
2437,8798,60,524,68,3.7
2438,10836,63,549,67,3.1
2439,7838,44,398,77,3.9
2440,11463,69,596,71,3.5
2441,12189,45,407,83,4.0
2442,10119,76,651,66,2.9
2443,11789,91,774,71,4.7
2444,9092,56,499,74,4.7
2445,12677,69,596,70,4.0
2446,8805,55,485,82,3.6
2447,10040,68,584,67,2.3
2448,9173,70,602,68,3.1
2449,10609,71,612,76,3.7
2450,13152,91,770,61,3.2
2451,8149,58,511,76,4.1
2452,10413,85,723,63,3.8
2453,11836,75,644,65,3.2
2454,7426,44,397,74,3.0
2455,14385,57,503,65,3.4
2456,8138,48,430,72,4.0
2457,9640,58,504,67,2.2
2458,15330,89,755,75,4.0
2459,6450,38,346,74,2.4
2460,12371,68,585,68,2.1
2461,7179,21,210,78,2.4
2462,8306,66,572,60,3.5
2463,10684,76,652,63,3.5
2464,10153,68,589,68,3.6
2465,5829,44,397,78,3.5
2466,9952,62,541,75,3.5
2467,9388,55,483,73,2.8
2468,9445,73,628,78,2.7
2469,7401,40,365,78,3.4
2470,14421,58,506,75,2.8
2471,11160,67,582,70,4.0
2472,11331,76,651,73,3.3
2473,9513,56,494,76,3.7
2474,8598,66,572,79,2.8
2475,9601,76,654,73,3.8
2476,8865,56,492,69,3.2
2477,9923,81,696,72,4.6
2478,14169,51,454,79,3.1
2479,9499,45,405,76,2.9
2480,8327,62,539,68,3.4
2481,9293,63,550,73,2.6
2482,7893,41,371,68,2.0
2483,14220,76,650,70,2.9
2484,8278,77,660,80,3.5
2485,13347,89,757,76,3.9
2486,10214,32,301,75,3.4
2487,10141,54,476,85,3.9
2488,9443,54,479,71,4.1
2489,9983,69,599,71,3.5
2490,12298,74,636,68,3.2
2491,9886,71,614,70,4.0
2492,9190,58,505,75,2.1
2493,10325,62,540,70,3.3
2494,8980,61,533,69,3.7
2495,9102,47,419,69,2.2
2496,8000,54,479,82,3.8
2497,11342,84,718,71,4.1
2498,7960,25,245,74,2.6
2499,9542,61,534,69,3.6
2500,14773,52,459,72,3.0
2501,11078,72,620,68,3.3
2502,12577,72,619,72,3.5
2503,7659,58,507,70,2.5
2504,8436,41,372,75,2.8
2505,10962,57,501,77,3.3
2506,7825,60,524,69,3.2
2507,12217,83,705,70,2.9
2508,10581,48,432,70,3.7
2509,6821,38,347,78,2.5
2510,11152,51,458,78,4.1
2511,8526,62,541,77,3.5
2512,8854,57,501,75,3.6
2513,8575,59,516,80,3.2
2514,11400,64,554,70,2.6
2515,10966,36,336,82,3.6
2516,12641,61,538,80,4.8
2517,9500,53,465,66,1.8
2518,7711,32,300,79,2.7
2519,10186,33,310,76,3.0
2520,6306,53,468,74,2.8
2521,8071,39,360,79,4.0
2522,11312,70,606,70,3.8
2523,15895,101,855,85,4.2
2524,12180,61,536,73,4.2
2525,8855,52,461,71,3.5
2526,13848,83,708,64,3.8
2527,10836,58,512,79,4.2
2528,9111,56,492,74,3.1
2529,9236,64,557,74,4.0
2530,10272,38,345,75,2.7
2531,8837,73,630,74,4.6
2532,11587,69,595,75,3.5
2533,9534,59,515,72,3.3
2534,9181,56,491,66,2.3
2535,10862,82,704,70,5.0
2536,5949,24,234,76,2.1
2537,6992,51,449,70,2.3
2538,10074,73,627,73,3.3
2539,11262,78,668,78,3.3
2540,10790,72,619,70,3.5
2541,11046,58,511,71,3.3
2542,12919,79,675,69,3.6
2543,7740,58,511,75,4.0
2544,12346,71,611,73,3.1
2545,10110,51,458,84,4.8
2546,11543,64,559,77,4.1
2547,11509,65,564,73,4.3
2548,7508,37,340,67,2.8
2549,10967,71,620,81,5.0
2550,7836,50,442,71,2.7
2551,9827,78,667,65,3.6
2552,9627,46,414,66,3.6
2553,7328,47,422,72,3.1
2554,9232,70,600,72,1.7
2555,8170,42,381,70,2.9
2556,10742,45,402,72,2.7
2557,8610,58,510,69,3.7
2558,7186,23,226,71,1.9
2559,10527,68,590,69,3.8
2560,8582,27,258,69,1.8
2561,12230,71,609,72,2.6
2562,9715,71,611,70,3.4
2563,13706,74,635,73,3.0
2564,9148,56,495,77,4.3
2565,13926,72,621,74,3.0
2566,7906,67,583,73,3.8
2567,9409,48,427,75,3.3
2568,9885,77,664,73,3.6
2569,10931,68,588,70,3.3
2570,12649,77,658,80,3.2
2571,10554,74,632,68,2.5
2572,7450,38,351,78,3.8
2573,11597,71,613,72,3.8
2574,11911,56,495,81,3.6
2575,7137,67,581,69,3.7
2576,9352,57,507,81,4.6
2577,11157,72,619,65,3.3
2578,11346,91,775,68,4.3
2579,8770,67,579,75,3.9
2580,7380,47,418,75,2.5
2581,7377,78,672,69,4.1
2582,8850,41,372,73,3.2
2583,9251,50,447,79,3.7
2584,9180,58,509,79,3.7
2585,8297,43,387,74,2.6
2586,11482,68,591,73,3.6
2587,7899,39,355,78,3.0
2588,10405,60,526,72,3.4
2589,6851,34,319,76,3.2
2590,11658,54,478,70,3.5
2591,9839,70,609,69,4.2
2592,12399,78,669,75,3.4
2593,13037,63,550,75,3.2
2594,6940,43,387,75,3.0
2595,14103,95,806,72,4.6
2596,9031,56,491,77,2.8
2597,11526,57,504,81,4.5
2598,13028,69,593,67,2.7
2599,9960,58,508,72,3.3
2600,10894,51,452,71,3.2
2601,8533,55,486,74,3.3
2602,10544,66,576,78,4.1
2603,9426,67,582,76,3.6
2604,8749,52,464,84,4.0
2605,7924,40,362,78,2.8
2606,13605,80,682,69,3.2
2607,9834,62,539,68,3.0
2608,9794,48,429,75,3.4
2609,9067,62,539,69,2.7
2610,11541,85,722,73,3.4
2611,8773,69,598,78,4.0
2612,8125,31,289,76,3.2
2613,10686,75,642,71,2.6
2614,10870,62,539,74,3.2
2615,6896,37,339,73,2.4
2616,9642,23,232,75,3.7
2617,9159,61,531,73,3.4
2618,8889,62,539,77,3.5
2619,8591,45,407,73,3.4
2620,5338,25,247,76,3.3
2621,8249,46,415,80,3.1
2622,11367,72,620,73,3.8
2623,9256,70,605,72,3.4
2624,8896,42,382,73,2.9
2625,10157,53,467,75,3.0
2626,10682,52,461,73,2.9
2627,8106,48,425,65,2.1
2628,11022,57,502,77,3.3
2629,8075,40,365,78,3.6
2630,9905,75,649,72,5.0
2631,8178,28,264,76,2.1
2632,10753,48,427,69,2.6
2633,7472,45,403,69,2.5
2634,12321,76,654,73,3.8
2635,8957,65,567,74,4.1
2636,9192,52,459,76,3.1
2637,11413,70,604,69,3.5
2638,9709,33,309,79,3.2
2639,7946,38,349,71,3.2
2640,9678,46,413,64,3.4
2641,7965,60,522,67,2.9
2642,8855,57,504,84,3.6
2643,9720,56,496,73,3.6
2644,11099,63,550,72,4.0
2645,10521,55,481,65,2.5
2646,12190,69,601,76,4.8
2647,9795,57,501,72,3.7
2648,7617,40,368,76,3.6
2649,11318,56,495,73,4.3
2650,10828,62,542,66,4.1
2651,9175,43,388,73,3.0
2652,8552,58,506,75,3.1
2653,12525,61,531,72,2.8
2654,10536,39,359,68,3.9
2655,8455,48,431,75,4.0
2656,10576,70,603,69,3.0
2657,8867,61,530,71,2.8
2658,11034,50,440,69,2.0
2659,7523,37,344,75,3.8
2660,14581,87,741,72,4.4
2661,5853,43,388,73,2.9
2662,9731,50,445,78,3.3
2663,8890,39,362,75,4.5
2664,11947,72,618,66,2.7
2665,11926,46,409,77,2.0
2666,9437,28,270,76,2.9
2667,12693,85,723,71,3.3
2668,12947,67,579,63,3.0
2669,8120,48,427,65,3.1
2670,9237,57,506,76,4.0
2671,9406,64,555,76,3.6
2672,9753,50,447,80,4.2
2673,6818,44,395,72,2.1
2674,6779,44,400,76,4.1
2675,11105,61,530,68,2.3
2676,9594,39,354,74,2.6
2677,9645,59,517,75,3.1
2678,13101,77,662,72,3.6
2679,9415,55,486,71,3.6
2680,7298,39,357,68,3.1
2681,11788,70,609,73,4.6
2682,10343,66,573,73,3.6
2683,13501,82,699,73,3.7
2684,11279,81,697,71,4.9
2685,11794,70,604,66,3.4
2686,10249,64,556,70,3.1
2687,8249,41,372,85,3.4
2688,12944,54,474,73,3.0
2689,8486,61,532,68,3.1
2690,9992,71,610,68,3.2
2691,12521,83,710,68,4.2
2692,13742,67,580,74,3.6
2693,16047,80,689,68,4.8
2694,7465,31,295,80,4.1
2695,12511,49,438,75,3.7
2696,10813,58,509,74,2.9
2697,9567,71,611,68,2.6
2698,13951,72,621,70,3.2
2699,6893,64,554,62,3.0
2700,9207,56,488,70,2.5
2701,11063,56,496,79,4.6
2702,16212,86,732,69,3.5
2703,8131,61,532,72,3.1
2704,11506,76,653,71,4.0
2705,6988,52,460,69,3.0
2706,9880,37,338,70,2.6
2707,11642,62,540,74,3.0
2708,8428,53,472,74,4.2
2709,8065,51,449,67,2.3
2710,10739,64,555,74,3.6
2711,7587,50,445,70,3.6
2712,9641,53,466,72,3.2
2713,12030,54,474,72,2.9
2714,10086,53,465,74,2.2
2715,9241,50,446,75,3.3
2716,12252,66,572,73,3.2
2717,8516,69,595,69,3.3
2718,10293,57,498,73,2.7
2719,8031,39,355,73,2.7
2720,8025,67,578,71,3.3
2721,8768,32,303,81,3.7
2722,10163,43,384,79,2.2
2723,10796,69,595,61,2.9
2724,11570,40,365,72,2.9
2725,13285,63,547,65,3.4
2726,11096,58,509,70,3.7
2727,11238,55,482,73,3.0
2728,9242,44,400,77,3.4
2729,10421,61,531,76,3.1
2730,11713,66,569,72,2.2
2731,10473,52,459,72,2.9
2732,11622,49,437,83,3.1
2733,11209,60,523,71,3.2
2734,10100,52,462,79,3.8
2735,7419,49,438,72,3.4
2736,9125,47,419,67,2.8
2737,7926,45,403,71,2.6
2738,10190,68,587,75,2.4
2739,6812,60,530,74,4.6
