User_ID,Calories_Consumed,Protein_Intake_g,Junk_Food_Frequency_week,Diet_Quality_Score
2159,2056,77,4,7
2160,2382,98,3,9
2161,2210,84,2,10
2162,1919,67,1,10
2163,2733,93,2,10
2164,2059,82,3,8
2165,2032,70,5,5
2166,1821,63,2,10
2167,1565,74,3,9
2168,2114,93,2,9
2169,2503,131,3,10
2170,1378,86,3,9
2171,2460,120,0,10
2172,1850,97,3,8
2173,2340,103,1,10
2174,1936,96,4,10
2175,2687,121,1,10
2176,2983,138,3,10
2177,1692,66,0,10
2178,2587,115,5,9
2179,2007,100,3,8
2180,2242,85,3,8
2181,2529,114,2,10
2182,1586,95,4,7
2183,2030,101,2,10
2184,2180,94,1,10
2185,2725,132,4,9
2186,2345,113,1,10
2187,2059,90,2,10
2188,2101,69,2,10
2189,3177,143,0,10
2190,2468,113,2,10
2191,2391,102,0,10
2192,2789,91,3,10
2193,2975,140,4,9
2194,1993,77,0,10
2195,2653,123,2,10
2196,2696,132,1,10
2197,2055,85,1,10
2198,2457,100,2,10
2199,2018,110,3,9
2200,1983,48,2,8
2201,1671,66,1,10
2202,2043,66,2,10
2203,2096,65,1,10
2204,2626,131,1,10
2205,1696,97,3,8
2206,3448,138,2,10
2207,2509,122,2,10
2208,2007,78,3,8
2209,2160,83,3,9
2210,1135,66,2,8
2211,1495,59,1,10
2212,1642,81,2,9
2213,2257,83,0,10
2214,1376,59,0,10
2215,1394,64,2,9
2216,2354,85,2,9
2217,2742,121,2,10
2218,2617,125,1,10
2219,2389,114,5,6
2220,1826,78,6,4
2221,1685,70,3,8
2222,2788,119,3,10
2223,1677,66,1,10
2224,2274,109,3,10
2225,1290,73,3,8
2226,1953,99,1,10
2227,1595,109,2,10
2228,2237,121,1,10
2229,2439,101,4,8
2230,1414,64,4,5
2231,2188,95,1,10
2232,2323,98,3,10
2233,1724,85,4,7
2234,1975,87,3,9
2235,2643,138,1,10
2236,2953,140,3,10
2237,1985,81,3,9
2238,2237,93,1,10
2239,2394,107,3,10
2240,2964,126,8,6
2241,2229,119,3,10
2242,1907,83,3,8
2243,1860,101,2,10
2244,2365,120,2,10
2245,1736,105,1,10
2246,2442,110,2,10
2247,1884,65,2,9
2248,2662,131,1,10
2249,2468,110,0,10
2250,2147,101,3,9
2251,2301,113,1,10
2252,1537,67,3,7
2253,1862,99,6,6
2254,1659,75,2,10
2255,2010,70,3,8
2256,1880,98,6,5
2257,2709,121,2,10
2258,2798,126,6,7
2259,919,31,2,8
2260,2335,89,3,10
2261,3365,147,1,10
2262,1413,84,3,9
2263,2705,99,3,10
2264,2634,97,5,8
2265,2064,105,2,10
2266,2583,122,2,10
2267,1966,65,0,10
2268,1671,92,2,10
2269,3575,123,3,9
2270,2123,82,4,8
2271,2088,103,7,4
2272,2309,105,4,9
2273,2385,115,0,10
2274,2983,133,0,10
2275,2665,117,2,10
2276,2152,98,1,10
2277,2775,129,0,10
2278,2287,101,3,10
2279,1883,103,2,10
2280,2699,123,4,9
2281,1620,67,0,10
2282,2879,114,2,10
2283,2614,111,0,10
2284,2102,101,3,9
2285,2483,130,2,10
2286,2089,79,0,10
2287,2471,121,1,10
2288,1596,71,2,8
2289,2170,103,2,10
2290,1824,63,2,8
2291,3270,139,2,10
2292,2288,62,2,9
2293,2210,98,2,10
2294,2200,126,1,10
2295,1892,79,0,10
2296,2493,114,3,10
2297,2378,115,0,10
2298,1706,73,5,6
2299,2080,63,1,9
2300,1681,69,5,5
2301,2285,80,1,10
2302,2269,81,1,10
2303,2345,116,2,10
2304,1847,73,1,10
2305,2338,104,3,10
2306,1351,54,3,6
2307,2217,89,0,10
2308,1890,86,1,10
2309,2378,105,1,10
2310,2523,108,5,6
2311,1885,78,4,9
2312,2829,130,1,10
2313,1110,53,4,7
2314,1786,78,4,7
2315,1837,59,2,8
2316,2435,87,1,10
2317,2307,78,6,4
2318,1904,77,0,10
2319,2003,59,2,8
2320,2413,99,2,10
2321,1771,76,1,10
2322,2714,106,2,9
2323,1771,79,1,10
2324,1965,108,3,10
2325,2471,104,2,10
2326,3060,150,2,10
2327,1736,87,1,10
2328,2248,90,2,10
2329,1939,97,2,10
2330,1495,84,1,10
2331,2679,140,1,10
2332,3077,124,3,10
2333,3062,151,3,10
2334,2253,107,2,10
2335,3114,149,2,10
2336,2623,118,2,10
2337,1732,98,3,10
2338,1654,63,3,6
2339,1845,97,3,8
2340,1467,35,2,8
2341,2136,109,2,9
2342,1796,80,5,5
2343,2245,98,0,10
2344,2150,109,1,10
2345,2933,155,1,10
2346,2324,71,3,9
2347,1916,80,1,10
2348,1670,102,0,10
2349,1648,74,2,9
2350,2962,119,1,10
2351,2299,96,1,10
2352,1276,73,3,6
2353,2459,137,3,10
2354,3062,139,2,10
2355,1980,88,0,10
2356,2467,110,3,9
2357,2271,79,2,10
2358,2496,132,1,10
2359,2952,124,3,9
2360,1561,64,5,5
2361,2210,85,2,10
2362,1652,96,1,10
2363,1852,97,2,10
2364,2181,78,1,10
2365,2018,88,4,9
2366,3193,142,4,9
2367,2612,143,0,10
2368,1722,79,3,8
2369,2714,92,1,10
2370,2573,97,5,7
2371,2484,107,3,9
2372,2367,119,2,10
2373,2226,111,0,10
2374,1771,91,2,10
2375,1855,84,1,10
2376,2461,115,3,10
2377,2558,118,2,10
2378,2214,81,1,10
2379,2072,92,1,9
2380,1865,76,0,10
2381,2965,134,5,9
2382,2189,104,4,9
2383,2019,91,4,10
2384,3250,129,1,10
2385,1741,78,7,4
2386,1996,93,1,10
2387,969,41,2,10
2388,1995,115,1,10
2389,3300,130,2,10
2390,3225,114,1,10
2391,2352,93,0,10
2392,2241,85,2,10
2393,1906,75,4,7
2394,1728,58,3,7
2395,2748,115,2,10
2396,1935,107,3,9
2397,1962,103,4,9
2398,1717,69,7,2
2399,2479,106,4,9
2400,2326,112,1,10
2401,2043,81,4,7
2402,2554,108,1,10
2403,2248,83,3,8
2404,1887,82,0,10
2405,2475,118,0,10
2406,2638,98,4,9
2407,1326,91,2,10
2408,2003,90,4,9
2409,1537,46,0,10
2410,3059,145,0,10
2411,1649,66,0,10
2412,2413,92,0,10
2413,2217,98,6,5
2414,2811,98,3,10
2415,2789,117,1,10
2416,2389,123,4,10
2417,1878,84,2,9
2418,1618,44,0,10
2419,2135,89,3,8
2420,1726,77,2,10
2421,1829,64,0,10
2422,3043,114,2,10
2423,2641,103,4,8
2424,2591,122,1,10
2425,995,26,1,10
2426,1636,92,4,9
2427,2277,124,3,10
2428,2139,106,11,1
2429,2050,95,5,6
2430,1906,79,4,7
2431,2713,95,3,9
2432,1829,78,2,10
2433,2347,123,2,10
2434,1533,65,4,7
2435,2598,138,3,10
2436,1855,89,2,10
2437,1571,77,1,10
2438,1605,85,1,10
2439,2447,100,3,10
2440,2935,120,3,10
2441,1616,69,2,9
2442,2243,97,2,10
2443,2265,98,3,9
2444,1058,68,2,9
2445,2196,97,1,10
2446,1711,75,2,9
2447,2091,93,1,10
2448,1901,45,1,10
2449,2746,110,0,10
2450,2493,103,3,10
2451,2324,110,6,4
2452,1387,69,4,6
2453,2457,116,3,9
2454,2438,119,2,10
2455,2301,112,0,10
2456,2548,109,3,10
2457,2573,116,3,10
2458,2497,119,3,10
2459,3151,159,2,10
2460,1429,56,1,10
2461,2335,74,2,9
2462,3307,154,2,10
2463,2616,94,3,9
2464,2086,97,1,10
2465,2731,129,4,9
2466,1952,92,3,10
2467,2558,82,2,8
2468,1863,90,3,9
2469,2196,99,5,5
2470,2506,116,1,10
2471,1504,33,2,9
2472,2517,119,2,10
2473,2825,119,2,10
2474,2210,144,1,10
2475,1924,77,4,7
2476,2638,132,1,10
2477,2593,124,2,9
2478,2427,110,3,10
2479,2525,127,2,10
2480,1802,62,4,7
2481,2345,83,1,10
2482,2105,132,2,10
2483,2327,108,0,10
2484,1726,56,0,10
2485,2532,114,3,9
2486,2613,109,3,8
2487,1877,79,3,8
2488,2519,107,1,10
2489,2483,108,2,10
2490,2247,73,2,7
2491,1436,56,1,10
2492,2572,111,2,10
2493,2323,120,5,9
2494,2243,83,2,10
2495,3019,105,3,10
2496,2507,101,1,10
2497,2529,106,0,10
2498,1840,69,3,7
2499,1409,60,1,9
2500,1996,111,4,9
2501,2713,144,1,10
2502,2358,103,0,10
2503,2949,124,2,10
2504,1745,95,5,8
2505,2761,120,0,10
2506,1496,97,1,10
2507,2278,108,3,10
2508,1277,51,0,10
2509,1435,83,2,9
2510,2267,105,2,9
2511,1565,86,4,7
2512,1826,99,0,10
2513,2455,93,9,2
2514,2185,103,3,9
2515,1954,100,0,10
2516,2765,142,6,7
2517,1686,101,4,8
2518,2587,120,1,10
2519,1721,84,3,9
2520,2581,105,1,10
2521,1849,81,3,8
2522,2593,117,2,10
2523,1803,92,1,10
2524,2022,96,1,10
2525,2166,102,0,10
2526,1623,65,4,7
2527,2113,77,1,9
2528,3006,140,4,10
2529,1620,81,1,10
2530,2647,114,2,10
2531,1256,52,2,7
2532,2541,108,1,10
2533,3200,142,2,10
2534,2106,97,3,10
2535,2135,90,1,10
2536,1459,47,9,1
2537,1495,80,5,8
2538,2453,104,4,8
2539,2506,125,1,10
2540,2536,95,2,9
2541,2396,86,2,10
2542,1773,98,4,7
2543,2146,72,8,1
2544,1411,48,2,9
2545,2057,74,2,7
2546,2795,101,1,10
2547,1880,101,3,9
2548,2200,83,2,9
2549,2944,113,1,10
2550,1709,77,0,10
2551,2520,111,0,10
2552,1468,85,2,10
2553,2701,114,1,10
2554,1768,74,3,8
2555,3292,128,0,10
2556,1742,52,5,4
2557,2544,117,4,8
2558,3073,136,2,10
2559,2097,71,3,8
2560,2912,119,2,10
2561,2678,88,0,10
2562,2781,106,1,10
2563,2235,88,0,10
2564,2965,137,0,10
2565,1730,100,7,5
2566,2272,96,3,9
2567,2346,99,2,10
2568,3061,138,3,10
2569,2130,101,4,7
2570,1864,51,1,10
2571,2476,113,1,10
2572,2198,97,0,10
2573,2803,119,2,10
2574,2822,122,3,9
2575,1872,78,3,10
2576,1143,34,1,8
2577,2488,120,1,10
2578,2290,133,2,10
2579,2890,102,4,7
2580,1685,47,3,7
2581,2339,101,2,10
2582,1582,69,1,10
2583,2020,100,1,10
2584,1806,81,0,10
2585,2600,116,2,10
2586,2649,133,0,10
2587,1772,93,3,9
2588,1249,70,4,6
2589,2344,95,2,10
2590,2923,141,0,10
2591,2209,106,3,9
2592,2572,111,3,10
2593,2652,104,1,10
2594,2184,107,4,9
2595,2502,113,2,10
2596,991,69,2,9
2597,1710,93,1,10
2598,2694,130,2,10
2599,2481,103,3,10
2600,2498,108,2,10
2601,2356,86,1,10
2602,2566,106,4,9
2603,2304,133,2,10
2604,1543,95,5,8
2605,2410,82,5,6
2606,1726,56,1,9
2607,1911,77,1,10
2608,2468,87,5,8
2609,1478,58,2,9
2610,2461,122,2,10
2611,1692,95,3,8
2612,2195,90,1,10
2613,2524,98,4,9
2614,2178,92,2,10
2615,2157,114,1,10
2616,2445,137,4,10
2617,2780,121,3,10
2618,2819,162,3,10
2619,2448,112,2,10
2620,3178,105,1,10
2621,1632,101,2,10
2622,2085,96,0,10
2623,1995,109,0,10
2624,2233,87,2,10
2625,2872,137,3,10
2626,1809,79,4,8
2627,2509,97,2,10
2628,1936,71,4,6
2629,1816,58,2,10
2630,1439,51,4,6
2631,2296,103,1,10
2632,1455,76,1,10
2633,2243,88,1,10
2634,2197,77,2,9
2635,2092,123,3,10
2636,1954,80,1,10
2637,2973,153,4,10
2638,1875,76,4,7
2639,2105,87,1,10
2640,2188,107,3,9
2641,2656,111,5,7
2642,2522,133,4,8
2643,1878,96,5,5
2644,2605,92,4,8
2645,2248,93,5,7
2646,2619,105,2,9
2647,1824,92,5,6
2648,2200,108,0,10
2649,2517,85,5,6
2650,2355,122,1,10
2651,2517,97,3,8
2652,2747,140,2,10
2653,2447,116,2,10
2654,2238,108,5,7
2655,2218,84,4,6
2656,2257,136,2,10
2657,1987,69,2,10
2658,1465,64,0,10
2659,1945,86,3,8
2660,1933,64,2,8
2661,1985,106,1,10
2662,2182,116,1,10
2663,2130,99,7,4
2664,2770,113,0,10
2665,2046,107,2,10
2666,2163,95,1,10
2667,2206,89,3,8
2668,1677,57,0,10
2669,1874,55,3,7
2670,2145,79,0,10
2671,2253,125,1,10
2672,2034,76,3,8
2673,1699,98,4,8
2674,2313,80,4,8
2675,2583,117,3,10
2676,2528,107,2,10
2677,2850,120,3,9
2678,2559,99,0,10
2679,2031,89,4,7
2680,2801,139,3,10
2681,3147,147,1,10
2682,1797,93,2,10
2683,1940,90,2,10
2684,2150,109,2,10
2685,2314,111,3,10
2686,2008,87,2,10
2687,1955,107,1,10
2688,1698,88,3,9
2689,2166,90,1,10
2690,1700,76,1,10
2691,2632,85,2,10
2692,2354,85,5,8
2693,2053,78,4,6
2694,2189,107,3,10
2695,2281,71,4,6
2696,1967,87,6,4
2697,2764,103,6,5
2698,2800,86,3,9
2699,2518,104,3,10
2700,2225,94,4,10
2701,2959,123,3,10
2702,2517,121,4,9
2703,2659,115,3,10
2704,1823,75,3,8
2705,1795,82,1,10
2706,2552,113,3,10
2707,2195,85,3,8
2708,2277,97,2,10
2709,1518,86,6,5
2710,1834,97,2,9
2711,2117,98,2,10
2712,2478,105,2,10
2713,2266,103,2,10
2714,2368,123,2,10
2715,2654,133,2,10
2716,2290,106,1,10
2717,2356,110,5,9
2718,2519,97,2,10
2719,2695,104,1,10
2720,2732,127,0,10
2721,2369,119,1,10
2722,2565,116,2,10
2723,2224,79,2,10
2724,2153,139,1,10
2725,1955,70,2,10
2726,2087,89,2,10
2727,1663,47,2,10
2728,2861,119,3,10
2729,2644,134,3,10
2730,2322,86,1,10
2731,1763,92,1,10
2732,2680,116,0,10
2733,2322,82,0,10
2734,1820,81,1,10
2735,2962,106,6,7
2736,2030,74,2,10
2737,2360,85,2,10
2738,2712,126,3,9
2739,1308,84,4,7
2740,1609,56,0,10
2741,2026,101,4,7
2742,2840,120,1,10
2743,2847,131,2,10
2744,2791,110,3,9
2745,1901,98,2,9
2746,2123,86,3,10
2747,2499,106,1,10
2748,1871,95,1,10
2749,2415,112,1,10
2750,2342,103,2,10
2751,2037,81,1,10
2752,2163,120,2,10
2753,2021,116,3,9
2754,2603,150,0,10
2755,2948,149,3,10
2756,2519,105,2,10
2757,2839,119,5,8
2758,2583,122,1,10
2759,3326,133,2,10
2760,2498,93,3,9
2761,1158,66,4,8
2762,2022,100,1,10
2763,2178,116,2,10
2764,1765,52,4,6
2765,2498,107,1,10
2766,2657,90,3,9
2767,2495,97,1,10
2768,1868,101,2,9
2769,2077,97,3,9
2770,2610,113,2,10
2771,2687,104,0,10
2772,3075,142,3,10
2773,2426,96,2,10
2774,2762,139,1,10
2775,1737,72,2,10
2776,2136,101,4,7
2777,1412,78,2,9
2778,1874,45,1,9
2779,2186,79,3,9
2780,2581,120,2,10
2781,2083,93,5,8
2782,1177,64,3,7
2783,2817,150,2,10
2784,2438,97,3,9
2785,1779,75,1,10
2786,1766,60,2,10
2787,2145,100,3,10
2788,2560,98,2,10
2789,2851,108,3,10
2790,2038,108,2,10
2791,1893,103,0,10
2792,1949,105,3,9
2793,2056,71,4,7
2794,2762,148,1,10
2795,1869,89,2,10
2796,2266,86,2,9
2797,1291,58,4,5
2798,2146,68,1,9
2799,3178,146,1,10
2800,2113,97,4,8
2801,2129,96,1,10
2802,1593,91,0,10
2803,1979,113,5,7
2804,2629,121,3,10
2805,2171,122,1,10
2806,1677,79,3,8
2807,1933,80,4,6
2808,2305,118,3,10
2809,2673,109,2,10
2810,1742,66,2,9
2811,2984,139,0,10
2812,2093,91,2,10
2813,2439,93,3,10
2814,2044,93,3,8
2815,2548,102,4,8
2816,2012,77,2,9
2817,1979,95,4,9
2818,1042,51,1,10
2819,1919,84,1,10
2820,2980,129,0,10
2821,1761,77,3,8
2822,1576,61,2,7
2823,2044,74,3,8
2824,2612,145,3,10
2825,2158,116,3,10
2826,2253,84,0,10
2827,2371,87,3,10
2828,2569,113,1,10
2829,1993,99,6,6
2830,2230,97,2,9
2831,2046,64,3,7
2832,2153,104,3,10
2833,1650,64,0,10
2834,2056,77,1,10
2835,2358,110,1,10
2836,2019,111,3,10
2837,1831,76,2,9
2838,1400,59,3,7
2839,2401,112,3,9
2840,2218,92,4,9
2841,2081,83,1,10
2842,2371,118,4,9
2843,2428,124,0,10
2844,2698,109,4,8
2845,1744,74,2,10
2846,2019,99,1,10
2847,2662,105,3,9
2848,1396,46,3,5
2849,2716,125,2,10
2850,1875,92,2,10
2851,1481,48,2,8
2852,2117,84,4,6
2853,2069,108,0,10
2854,2530,95,0,10
2855,2146,94,2,10
2856,1954,130,3,10
2857,1894,74,2,10
2858,2325,120,2,10
2859,2277,109,3,10
2860,2281,126,1,10
2861,2001,84,0,10
2862,2542,117,1,10
2863,2042,88,1,10
2864,2545,104,3,10
2865,2860,127,4,9
2866,2391,107,3,10
2867,1905,94,4,6
2868,2426,84,3,10
2869,2061,97,1,10
2870,2182,95,2,10
2871,1693,81,1,10
2872,2349,115,4,9
2873,2118,84,3,10
2874,2362,111,3,9
2875,1449,80,2,10
2876,2105,99,4,8
2877,1265,39,1,9
2878,2275,72,2,10
2879,2601,132,2,10
2880,2320,109,1,10
2881,1959,74,3,9
2882,2690,109,3,10
2883,2323,100,1,10
2884,1678,99,5,6
2885,2259,111,4,9
2886,1934,86,0,10
2887,1218,68,3,8
2888,1935,117,2,10
2889,2422,91,2,10
2890,1907,107,1,10
2891,1617,53,3,8
2892,1932,85,2,10
2893,1952,77,2,10
2894,1859,95,2,10
2895,2340,127,3,10
2896,1794,95,5,5
2897,2517,83,1,10
2898,2134,109,2,10
2899,2063,100,1,10
2900,1282,70,1,10
2901,1848,61,2,10
2902,2621,114,3,10
2903,2207,86,3,10
2904,1827,100,4,8
2905,2983,110,2,10
2906,2302,94,0,10
2907,2865,102,3,10
2908,2389,127,1,10
2909,2318,85,7,2
2910,2408,77,0,10
2911,1966,104,3,9
2912,2434,117,2,10
2913,2018,79,0,10
2914,1669,67,4,7
2915,2237,115,4,8
2916,1720,44,3,9
2917,1475,50,0,10
2918,2554,119,2,10
2919,2508,101,3,10
2920,2766,128,0,10
2921,1891,104,2,10
2922,1920,103,2,10
2923,2405,115,0,10
2924,1956,77,3,7
2925,1662,95,3,9
2926,1933,77,2,10
2927,1571,79,5,5
2928,2031,107,1,10
2929,3257,152,0,10
2930,1387,55,2,9
2931,1553,61,2,8
2932,3653,164,1,10
2933,2523,93,3,10
2934,2581,98,4,7
2935,1986,88,0,10
2936,2079,89,3,10
2937,2319,93,2,10
2938,2130,46,0,10
2939,2567,111,2,10
2940,1425,88,1,9
2941,1936,90,6,4
2942,2225,113,5,8
2943,1936,77,2,10
2944,2748,117,6,7
2945,2723,97,2,10
2946,2103,128,5,8
2947,2767,104,4,9
2948,1513,96,1,10
2949,1214,88,0,10
2950,2346,99,4,9
2951,1398,68,1,10
2952,2224,103,4,8
2953,2305,122,6,5
2954,1859,84,3,9
2955,2587,129,4,9
2956,2376,85,2,9
2957,2297,102,4,9
2958,2098,67,2,8
2959,1703,69,3,8
2960,2496,103,2,10
2961,2445,95,2,10
2962,2525,113,1,10
2963,2874,137,4,10
2964,2915,124,0,10
2965,2569,102,4,6
2966,3185,144,2,10
2967,2568,98,1,10
2968,2441,118,5,9
2969,2374,114,2,10
2970,2164,115,1,10
2971,2343,79,2,9
2972,2258,98,2,9
2973,2075,76,2,9
2974,2198,53,2,8
2975,2471,104,2,10
2976,1789,105,4,8
2977,2838,140,4,10
2978,2231,98,5,6
2979,2403,110,2,10
2980,2111,104,3,8
2981,2681,110,1,10
2982,2381,98,2,10
2983,2575,121,1,10
2984,2389,136,0,10
2985,3480,155,2,10
2986,1849,90,2,10
2987,2316,87,1,10
2988,1801,76,3,8
2989,2410,96,0,10
2990,2175,98,1,10
2991,2766,129,2,10
2992,1794,85,1,10
2993,2412,104,2,9
2994,1949,73,3,9
2995,1626,55,1,10
2996,1472,94,4,7
2997,1180,56,3,9
2998,2573,108,2,10
2999,1688,79,3,8
3000,3590,142,0,10
3001,2294,111,3,10
3002,1990,59,0,10
3003,1754,58,1,9
3004,2757,114,2,10
3005,2454,115,1,10
3006,1774,83,0,10
3007,2403,132,2,10
3008,1972,102,2,10
3009,1959,107,2,10
3010,2212,90,4,7
3011,2485,108,3,10
3012,2101,87,1,10
3013,2621,109,2,10
3014,2360,107,0,10
3015,2579,101,3,8
3016,2674,128,0,10
3017,2224,97,1,10
3018,1885,74,5,7
3019,2519,102,2,10
3020,1191,55,1,10
3021,2249,107,1,9
3022,2184,99,0,10
3023,2511,120,3,9
3024,1756,85,1,10
3025,2350,117,3,10
3026,2674,132,2,10
3027,2287,83,0,10
3028,2863,108,2,10
3029,3106,150,3,10
3030,2120,98,1,10
3031,2465,142,2,10
3032,2057,90,2,10
3033,2016,104,5,9
3034,2125,94,1,10
3035,2423,111,1,10
3036,2309,88,0,10
3037,1601,68,5,5
3038,1915,92,2,10
3039,2716,116,2,10
3040,2150,97,3,10
3041,2577,128,2,10
3042,3217,141,9,3
3043,2195,84,2,10
3044,2480,95,0,10
3045,1893,98,4,9
3046,1767,71,1,9
3047,1036,55,0,10
3048,2007,78,2,10
3049,1354,63,6,2
3050,1709,74,2,9
3051,2840,133,0,10
3052,2454,116,2,10
3053,2692,103,1,10
3054,2277,111,3,9
3055,1628,89,1,10
3056,1504,86,3,10
3057,2318,109,1,10
3058,2418,120,2,10
3059,2612,121,3,10
3060,1325,68,4,7
3061,2253,66,2,7
3062,1802,72,2,10
3063,2529,101,4,9
3064,2713,106,3,10
3065,1563,56,2,9
3066,2335,105,1,10
3067,1977,81,0,10
3068,2294,109,2,10
3069,2028,76,1,10
3070,1887,80,3,8
3071,1826,88,2,10
3072,1785,87,2,10
3073,1918,73,2,10
3074,2122,67,4,7
3075,3087,118,3,10
3076,1798,108,3,10
3077,1922,73,1,10
3078,2275,100,3,9
3079,1947,104,3,10
3080,1234,64,1,9
3081,2329,127,2,10
3082,1808,78,0,10
3083,2366,119,3,9
3084,2713,93,2,10
3085,2288,86,2,10
3086,2274,99,3,10
3087,1196,98,1,10
3088,2183,88,5,6
3089,1942,116,3,9
3090,2105,106,2,10
3091,1843,83,1,9
3092,1906,86,2,9
3093,1714,105,2,10
3094,2394,91,6,4
3095,2654,131,2,10
3096,2793,109,2,10
3097,2041,81,1,10
3098,2192,110,4,8
3099,1800,76,3,5
3100,2069,94,1,10
3101,2380,81,3,8
3102,2355,101,1,10
3103,2187,100,2,10
3104,1931,111,3,10
3105,1819,65,3,8
3106,2691,139,1,10
3107,2778,115,4,8
3108,2269,103,1,10
3109,1715,67,1,10
3110,2086,74,2,10
3111,2118,117,2,10
3112,2524,108,1,10
3113,2743,137,1,10
3114,1482,58,1,10
3115,1564,102,3,9
3116,2758,130,1,10
3117,3031,111,5,9
3118,1922,99,2,10
3119,1684,75,1,10
3120,2835,117,3,10
3121,2511,84,4,8
3122,2154,80,1,10
3123,1806,100,2,10
3124,2760,117,3,10
3125,1109,55,5,6
3126,3374,116,1,10
3127,1853,89,1,10
3128,2454,95,3,10
3129,2699,147,2,10
3130,1640,89,4,7
3131,2471,104,5,7
3132,2562,128,2,10
3133,2272,104,4,8
3134,1389,52,1,10
3135,2025,84,0,10
3136,1329,72,1,10
3137,1935,77,4,8
3138,2268,98,2,10
3139,2227,70,1,10
3140,2457,102,4,8
3141,1727,63,1,10
3142,990,74,6,5
3143,2116,81,1,10
3144,2327,111,4,10
3145,2445,99,1,10
3146,3028,152,2,10
3147,1934,65,5,5
3148,2401,105,3,9
3149,2430,95,2,10
3150,2684,132,3,10
3151,2171,93,4,5
3152,2887,138,2,10
3153,2426,62,1,10
3154,2466,93,3,7
3155,2314,125,1,10
3156,2016,116,2,10
3157,2283,83,2,9
3158,2225,103,1,10
3159,2913,133,1,10
3160,2622,89,0,10
3161,2132,78,4,9
3162,2024,69,1,10
3163,1554,79,6,5
3164,2624,130,4,10
3165,2704,111,5,9
3166,2099,117,3,10
3167,767,34,3,8
3168,2368,114,3,10
3169,1934,93,1,10
3170,2272,92,4,8
3171,2090,93,3,8
3172,2471,84,3,10
3173,2614,125,0,10
3174,2214,81,3,8
3175,1886,118,1,10
3176,2375,134,0,10
3177,2568,83,2,9
3178,2941,118,1,10
3179,3065,141,2,10
3180,2054,87,0,10
3181,1769,76,4,7
3182,2607,120,5,8
3183,1986,90,0,10
3184,2268,121,1,10
3185,2443,100,2,10
3186,2113,108,3,10
3187,2716,98,2,9
3188,2139,92,5,5
3189,2135,93,3,8
3190,1681,83,2,10
3191,1494,93,2,10
3192,2613,96,3,8
3193,2204,62,2,10
3194,2384,94,3,8
3195,2610,116,2,10
3196,1640,72,2,10
3197,1995,71,4,7
3198,2604,128,5,7
3199,2491,114,2,10
3200,2169,75,1,10
3201,2072,108,1,10
3202,2050,97,4,8
3203,2510,94,1,10
3204,3469,141,3,10
3205,1822,80,1,10
3206,3139,127,3,10
3207,1633,83,2,10
3208,1533,67,3,8
3209,1707,85,3,6
3210,3093,150,4,10
3211,1398,57,3,9
3212,1842,108,5,8
3213,2034,89,1,10
3214,2360,124,1,10
3215,2361,114,2,10
3216,2236,114,2,10
3217,2041,82,4,7
3218,1614,64,3,8
3219,1959,89,4,7
3220,2959,119,2,10
3221,2634,130,2,10
3222,2571,110,2,10
3223,1332,76,2,10
3224,2243,106,1,10
3225,1877,71,2,9
3226,2589,148,6,8
3227,1908,91,3,8
3228,1825,88,1,10
3229,1850,88,5,6
3230,1632,68,4,8
3231,2575,127,3,9
3232,2145,102,1,10
3233,2142,101,1,10
3234,1785,79,1,10
3235,2498,106,1,10
3236,1688,84,2,10
3237,2108,90,2,10
3238,2933,146,1,10
3239,2698,137,6,9
3240,3298,159,3,10
3241,2342,100,3,9
3242,2160,89,2,10
3243,2594,114,5,8
3244,1821,109,2,10
3245,3111,106,2,10
3246,2929,127,0,10
3247,2124,80,1,10
3248,1639,93,2,10
3249,3091,160,0,10
3250,2166,102,0,10
3251,1552,50,3,8
3252,2459,118,2,10
3253,2670,86,1,10
3254,3129,148,3,10
3255,2666,116,2,10
3256,2769,149,1,10
3257,2205,70,3,8
3258,1149,46,1,9
3259,1893,64,1,10
3260,2775,109,1,10
3261,2136,101,3,10
3262,2444,79,0,10
3263,1964,67,2,10
3264,1226,64,1,10
3265,1401,73,2,10
3266,2921,132,0,10
3267,2072,108,3,10
3268,1671,81,5,4
3269,1917,109,2,10
3270,2282,131,2,10
3271,2229,62,0,10
3272,2621,121,2,10
3273,3089,143,0,10
3274,2478,110,5,6
3275,1651,75,0,10
3276,1708,94,4,7
3277,2474,104,2,10
3278,2002,72,2,8
3279,2013,80,3,9
3280,2243,105,2,10
3281,1908,101,1,10
3282,2077,85,1,10
3283,2344,85,2,10
3284,1746,37,6,2
3285,2488,132,3,9
3286,2370,88,0,10
3287,2468,105,1,10
3288,2848,122,0,10
3289,2228,99,1,10
3290,2256,128,1,10
3291,1943,100,3,9
3292,2224,113,1,10
3293,1651,66,3,8
3294,1884,88,0,10
3295,2045,83,2,10
3296,1644,51,3,8
3297,984,60,1,10
3298,2348,89,4,8
3299,2626,87,0,10
3300,1715,78,1,10
3301,2259,107,3,10
3302,1339,89,2,10
3303,2041,99,1,10
3304,2734,150,3,10
3305,1836,104,2,10
3306,1310,71,2,10
3307,2790,128,3,10
3308,1652,57,2,8
3309,1853,75,4,5
3310,2617,143,3,10
3311,2366,123,2,10
3312,1806,65,3,9
3313,2371,106,1,10
3314,1582,79,0,10
3315,1407,44,1,10
3316,2528,127,2,10
3317,2217,103,4,10
3318,3134,132,1,10
3319,2561,115,3,10
3320,1417,61,1,8
3321,3020,156,0,10
